0	34	24	20	38
0	6	21	81	18
0	28	69	32	52	65
0	6	3	93	23	13	75
0	76	4	61	8
0	69	9	39	51
0	0	73	29
0	6	3	95
0	43	47	56
0	58	55	0	58
0	72	20
0	69	4	76
0	69	79	90
0	54	0	76	52
0	53	48	66
0	75	70	86
0	6	3	26	20	16	11	26
0	0	10	20	4	27
0	6	56	19	27	23	13
0	23	89
0	6	3	43
0	23	89	19
0	23	89	70
0	75	70	57
0	34	23	91
0	58	55	77
0	6	3	94
0	35	12	77
0	58	3	25
0	6	74	55
0	92	88	61
0	6	3	0	45	4
0	6	3	0	9	5	11
0	10	31	0	4	7	26
0	6	8	16	12	3	11
0	23	13	7	13	17
0	6	3	0	17	13	9
0	0	4	6	5
0	6	3	0	17	12	70	53	41
0	6	3	0	17	12	9
0	10	13	9	4	28
0	6	3	0	17	12
0	6	3	0	17	12	9	70	42
0	10	13	20	16	0	5	9	99	47	45
0	10	13	20	16	14
0	0	6	3	27	19	49
0	6	3	10	6	2
0	1	0	29	8	4	5
0	6	3	0	17	12
0	16	4	10	15
0	6	3	10	6	2
0	6	3	0	4	21	16	11
0	6	3	0	17	12	9
0	6	3	0	17	12
0	6	3	0	4	21
0	6	3	10	6	2
0	6	3	10	6	2
0	6	3	10	6	17	14
0	6	3	10	6	16	94	88	77	84
0	6	3	0	17	12
0	6	3	10	6	2
0	41	12	6	9	3	26	20	16	33	95	29
0	6	3	0	16	11
0	6	3	10	6	17	14
0	6	3	0	16	11
0	10	25	12	17	21
0	10	0	14	4	11
0	6	3	8	4	16	12
0	0	4	0	4	4
0	6	3	0	16	11
0	6	3	18	13	18	39
0	10	13	9	4	25	28
0	10	13	9	20	17	4	27
0	16	4	10	12	5
0	6	3	0	16	11
0	16	4	10	5	0
0	6	3	10	6	2
0	10	13	9	4	27	20	24
0	6	3	11	6	8	2	47
0	10	12	8	27	4
0	6	3	18	13	18	23	9
0	6	3	0	16	11
0	6	3	10	6	2
0	6	3	18	7
0	6	3	0	16	11
0	6	3	10	6	2
0	6	3	0	16	11
0	0	4	0	5	2
0	6	3	9	5	16	13
0	6	3	0	16	11
0	6	3	18	18	14	10
0	6	3	0	16	11	48	43	31	39	26
0	6	3	10	6	2
0	6	3	9	5	16
0	6	3	2	17	12	9	1
0	6	3	8	4	15	11
0	6	3	10	6	2
0	6	3	10	6	2
0	6	3	9	5	16
0	6	3	8	4	15
0	6	3	0	16	11
0	6	3	17	1	12
0	6	3	0	16	11	9
0	6	3	9	5	1
0	6	0	3	16	11
0	6	3	0	15	11
0	6	3	0	16	11	4
0	6	3	0	16	11	9
0	13	6	10	3	0	4
0	6	3	11	6	2
0	6	3	9	7	14	65	10	3	80	44	75	48	34	56
0	6	2	3	8	5
0	6	3	0	16	11
0	6	3	0	16	11
0	6	3	0	16	11
0	6	3	10	6
0	19	2	8	13	5	47	23	18	70	45
0	13	6	0	3	10
0	6	3	0	15	11
0	6	3	10	6	2
0	6	3	0	15	11
0	6	3	9	5	16
0	6	3	10	6	2
0	6	3	17	2	12	9	1
0	6	3	0	15	11
0	6	3	10	6	2
0	6	3	10	6	2
0	6	3	0	15	11
0	6	3	10	6	2
0	0	4	2	7	4
0	6	3	16	11	9	1
0	6	3	0	15	11
0	6	3	0	15	11
0	6	3	9	5	0
0	0	4	2	7	4
0	6	3	10	6	2
0	6	3	0	15	11
0	6	3	10	6	2
0	7	3	14	11	20	17
0	6	3	10	6	2
0	6	3	0	15	11
0	6	3	4	11	6	9	2
0	6	13	10	3	0	8	50	26	20	90	40	46	35	78
0	6	3	2	8	5
0	6	3	0	15	11
0	6	13	10	3
0	0	6	3	15	11
0	6	3	10	6	2
0	6	3	0	15	11	8
0	6	3	8	6	3	0
0	6	3	8	4	0
