3.50650573437297680E+9	1.72197280396618050E-1	-2.87648679271407640E-1
3.50650573437307690E+9	1.66396837938374040E-1	-3.04727743225808480E-1
3.50650573437317700E+9	1.68330318748904720E-1	-3.18584341898558940E-1
3.50650573437327670E+9	1.63818863538132710E-1	-3.25351517870417000E-1
3.50650573437337680E+9	1.65107850736283120E-1	-3.29218475532252360E-1
3.50650573437347700E+9	1.67685825144408130E-1	-3.27607243176361970E-1
3.50650573437357660E+9	1.60274148763515950E-1	-3.16973109512333760E-1
3.50650573437367680E+9	1.58018421195149280E-1	-3.07950208064027180E-1
3.50650573437377690E+9	1.69619305960858500E-1	-2.93126869653754450E-1
3.50650573437387700E+9	1.64785603936376200E-1	-2.77659037845653270E-1
3.50650573437397670E+9	1.63174369940534390E-1	-2.61546712580817240E-1
3.50650573437407680E+9	1.70263799568316420E-1	-2.42856414672799140E-1
3.50650573437417700E+9	1.75741995271623040E-1	-2.24166116111797240E-1
3.50650573437427660E+9	1.73164020814105370E-1	-2.01286611800227800E-1
3.50650573437437680E+9	1.87020633709893520E-1	-1.80662832404752030E-1
3.50650573437447690E+9	2.00555000238745090E-1	-1.61650285041610750E-1
3.50650573437457700E+9	2.01521740721985560E-1	-1.34259325722375030E-1
3.50650573437467670E+9	2.07966677334692120E-1	-1.14280036801938770E-1
3.50650573437477680E+9	2.18278576124627750E-1	-9.20450207610383070E-2
3.50650573437487700E+9	2.19245316649450180E-1	-6.75542772787750680E-2
3.50650573437497660E+9	2.21501044549566650E-1	-4.88639722018423120E-2
3.50650573437507680E+9	2.36002152776087020E-1	-2.98514197300066810E-2
3.50650573437517690E+9	2.46314052273761320E-1	-1.05166198158367140E-2
3.50650573437527700E+9	2.31490696828156760E-1	6.24020742789623260E-3
3.50650573437537670E+9	2.49858767786720780E-1	2.26747885873284930E-2
3.50650573437547680E+9	2.50503261519690770E-1	3.81426302203498190E-2
3.50650573437557700E+9	2.61459655137858240E-1	5.39327191007957510E-2
3.50650573437567660E+9	2.71771555286839050E-1	6.90783150810272000E-2
3.50650573437577680E+9	2.84016937059562660E-1	7.93902105120222470E-2
3.50650573437587690E+9	2.67582345819291300E-1	9.48580541107530570E-2
3.50650573437597700E+9	2.89817381188821220E-1	1.07103430680603910E-1
3.50650573437607670E+9	2.92395356384638480E-1	1.21282288192545260E-1
3.50650573437617680E+9	3.23008813125399030E-1	1.31271938082812340E-1
3.50650573437627700E+9	3.22042072349629060E-1	1.43517315684986270E-1
3.50650573437637660E+9	3.37832171988190100E-1	1.58018421195149280E-1
3.50650573437647680E+9	3.38798912803271510E-1	1.82831425111582400E-1
3.50650573437657690E+9	3.59744964391960850E-1	1.99266012931269000E-1
3.50650573437667700E+9	3.73923830732352020E-1	2.21178797705932710E-1
