-1.7424565439538187	-1.5960050413301508	-1.7603879523247743
-1.6158472584010903	-1.734426055774621	-1.6924874835849075
-1.7284053279923834	-1.3790349567290403	-1.6858326308942853
-1.555599102830468	-1.6120533211650283	-1.6873551345817939
-1.6854983852492453	-1.6474493448275362	-1.631565041095926
-1.6580372616191692	-1.6544019857948693	-1.610352541335498
-1.7327303274327885	-1.6964255993769828	-1.5260548442578687
-1.7657822260261637	-1.7316932742854405	-1.5104259639335629
-1.6702090887733454	-1.686504141693748	-1.6280219615790865
-1.5325215037717363	-1.8780517748818566	-1.7899878280824768
-1.4404161758851393	-1.6804355391354449	-1.7592598906849135
-1.8974985885109699	-1.6312470015031	-1.7280537839091008
-1.8494267242779099	-1.5729201437336737	-1.9737579481324463
-1.590151604739913	-1.7643515362175104	-1.5579866162638387
-1.736582623759181	-1.9216686664145488	-1.6495076981566266
-1.6589838007212219	-1.7106653937216603	-1.5889956332455704
-1.6640282553554004	-1.7700668909885948	-1.7049351893570175
-1.7112247319228673	-1.7475164371232417	-1.9227067153066009
-1.9881536870271477	-1.475743790386785	-2.001184804660309
-1.9627829901392926	-1.7225748324883559	-1.4604905663001237
-1.202616435792975	-1.4083188658990506	-1.2444510716933213
-2.0437046623742927	-1.971164774808479	-1.7928585387970526
-1.7077420100470078	-1.5692414029292814	-1.5671685747835018
-1.802884337711196	-1.7736836138229082	-1.6229715955199784
-1.7617620312110418	-1.6349004118715667	-1.4226817032336014
-1.7629798926387354	-1.8213502983818821	-1.527150990299024
-1.5596180690961616	-1.6840990889257421	-1.4469393758302833
-1.6729072420582143	-1.6843826527137042	-1.563781661668893
-1.7101056519705367	-1.7038996077317905	-1.5618384103517307
-1.9555124822990093	-1.8768728006077118	-1.9232745550477994
-1.6130052190802155	-1.840936135041428	-1.5009183209716146
-1.418305141396723	-2.2062227716980893	-1.9744878469349483
-1.4543816847173274	-1.5022836765977754	-1.5906865753749941
-1.830856729312221	-1.8209077853686764	-1.5615065136357646
-1.6591641466330764	-1.9533626278855656	-2.2805264978075166
-1.7591351427663815	-1.6691143955190744	-1.4434466480413621
-1.8983689464829818	-1.3109471146844682	-1.2945097908678154
-1.6334575181983069	-1.607184232503153	-1.6137300701468482
-1.8742583189236868	-1.4290799776325311	-1.7061814552119259
-1.91482895496897	-1.9313290322855048	-1.5642344156362822
-1.3240703933069797	-1.4183830410819613	-1.5703671915239812
-1.7480736448797587	-1.671149390149187	-1.445387410478613
-1.576547178675228	-1.7441416165568784	-1.5465999983237477
-1.6338085066275103	-1.3123179652262156	-1.5536283199223422
-1.3305972109433184	-1.0332754372602495	-1.4506171746404068
-1.9185411081961572	-1.8619918722151825	-2.528700192003908
-1.5573324473604848	-1.7184385806798366	-1.39410756297386
-2.0988913758400103	-1.8979806594739013	-2.0160981235737614
-1.355340894874729	-1.3563839435859295	-1.3056350080749928
-1.5042306596341977	-1.4732975712485787	-1.333342015369241
