-4.141780548412856	-4.171824667632276	-4.141687184342649
-4.124459609127985	-4.15648100384606	-4.122856440697918
-4.124497706525385	-4.158564672921222	-4.130363307220155
-4.171910115338965	-4.207065286621175	-4.173867803779203
-4.14217702998531	-4.175410596312914	-4.141931320070906
-4.227346425461557	-4.26949049828664	-4.230345155345712
-4.470831190096293	-4.487148211664425	-4.473915058230299
-5.067107071838861	-5.109613913784725	-5.0690953126927765
-4.783045700906587	-4.825812283593032	-4.7817016849806
-4.38251741588854	-4.426878674410476	-4.3840127514783775
-4.1476263736664825	-4.168491460756914	-4.149967258009608
-4.156363357743246	-4.168235592227749	-4.155892623233437
-4.164834026959034	-4.206217253673864	-4.163699672638322
-4.1117739416560815	-4.130976221779187	-4.112611441850756
-4.1112111825915445	-4.128724852758154	-4.11208608012666
-4.115293729814997	-4.158758530525809	-4.115583964659258
-4.136437628381325	-4.182308888822151	-4.137102442383611
-4.110131043831948	-4.131298345284106	-4.111253933558756
-4.448361497951804	-4.459666126390496	-4.450575124805442
-4.59629807662203	-4.602176279456966	-4.586625044811977
-4.121949039236229	-4.143880024167918	-4.120922564771133
-4.125372696962523	-4.15051827498087	-4.127633714406368
-4.123977473858155	-4.147893382874214	-4.124039112389412
-4.096936999110563	-4.122448571784123	-4.099957972319909
-4.098731546782518	-4.127663067491747	-4.097496240730359
-4.144168606536594	-4.173477718292128	-4.1460800983477215
-4.168134419170003	-4.1964315561121985	-4.169570244465617
-4.115692666742999	-4.144107589146518	-4.118828150273989
-4.140565484547033	-4.176677520474962	-4.1416589127207075
-4.347660006468632	-4.381441028704601	-4.349398050359926
-4.63182152615545	-4.666688993234957	-4.631127655365037
-5.6737653987078644	-5.744668894715099	-5.644113738568516
-4.714015994365361	-4.750845430981963	-4.717618332530931
-4.392979021860054	-4.429404001285871	-4.394834798325492
-4.196600477488175	-4.247883035935882	-4.211805673861527
-4.089154961972206	-4.124553309678305	-4.089266950448309
-4.152833768953413	-4.193587360456373	-4.1666360471313535
-4.135633000453073	-4.177055690028505	-4.150755432159588
-4.093378946170716	-4.127821327388185	-4.098417230408191
-4.085703168425523	-4.1226432721238835	-4.087197752410029
-4.081359868083246	-4.119471789638487	-4.084756882528648
-4.100322066202689	-4.14362205110609	-4.112056214608103
-4.1078030120569435	-4.152095167982485	-4.113454308763772
-4.084900388244097	-4.1290519239546715	-4.088135501805492
-4.235631818470134	-4.253215307198416	-4.214790527677187
-4.730318854783794	-4.82558986598838	-4.733669294173192
-4.424622022960253	-4.504081075725015	-4.456842850447885
-4.121499360176297	-4.152393034661375	-4.11934574743551
-4.092948050247193	-4.139869472742902	-4.091394451020971
-4.118815845106633	-4.160613409586819	-4.113275791611653
-4.080091784264352	-4.147296521295604	-4.093916433804179
-4.045643345168093	-4.112325409473704	-4.063863132268115
-4.071665539537385	-4.126488301929641	-4.077175078063523
-4.105558742487697	-4.159818353255499	-4.118411057542854
-4.115086293911299	-4.1700384025562105	-4.120230478715268
-4.094587586239946	-4.18934959337614	-4.161823889186057
-4.059638970391401	-4.145074421525961	-4.093696631719913
-4.061064964832453	-4.150802839072966	-4.061187083783635
-4.135743377765007	-4.223772289289081	-4.166483055305309
-4.269510482018528	-4.353496355674453	-4.2890622010274955
-4.447287518049352	-4.521735521692361	-4.452966646790119
