evap,temp,albedo,precipitation,pressure,u800,u200,v200,v800
57.01766,-36.292664,57.01766,-36.292664,57.01766,-36.292664,-36.292664,-36.292664,-36.292664
70.85009,-37.896122,70.85009,-37.896122,70.85009,-37.896122,-37.896122,-37.896122,-37.896122
114.62224,-34.320236,114.62224,-34.320236,114.62224,-34.320236,-34.320236,-34.320236,-34.320236
87.88254,-35.560493,87.88254,-35.560493,87.88254,-35.560493,-35.560493,-35.560493,-35.560493
77.32085,-36.30797,77.32085,-36.30797,77.32085,-36.30797,-36.30797,-36.30797,-36.30797
82.878174,-36.26901,82.878174,-36.26901,82.878174,-36.26901,-36.26901,-36.26901,-36.26901
68.3079,-35.714104,68.3079,-35.714104,68.3079,-35.714104,-35.714104,-35.714104,-35.714104
89.58029,-33.43272,89.58029,-33.43272,89.58029,-33.43272,-33.43272,-33.43272,-33.43272
94.48644,-35.37039,94.48644,-35.37039,94.48644,-35.37039,-35.37039,-35.37039,-35.37039
46.441635,-35.41542,46.441635,-35.41542,46.441635,-35.41542,-35.41542,-35.41542,-35.41542
84.58959,-35.529957,84.58959,-35.529957,84.58959,-35.529957,-35.529957,-35.529957,-35.529957
74.07974,-35.22665,74.07974,-35.22665,74.07974,-35.22665,-35.22665,-35.22665,-35.22665
86.673325,-34.642345,86.673325,-34.642345,86.673325,-34.642345,-34.642345,-34.642345,-34.642345
108.55607,-34.838467,108.55607,-34.838467,108.55607,-34.838467,-34.838467,-34.838467,-34.838467
83.291084,-37.034603,83.291084,-37.034603,83.291084,-37.034603,-37.034603,-37.034603,-37.034603
82.62694,-36.06575,82.62694,-36.06575,82.62694,-36.06575,-36.06575,-36.06575,-36.06575
81.35702,-36.939785,81.35702,-36.939785,81.35702,-36.939785,-36.939785,-36.939785,-36.939785
53.30769,-33.997517,53.30769,-33.997517,53.30769,-33.997517,-33.997517,-33.997517,-33.997517
68.24975,-35.719116,68.24975,-35.719116,68.24975,-35.719116,-35.719116,-35.719116,-35.719116
60.437374,-34.924583,60.437374,-34.924583,60.437374,-34.924583,-34.924583,-34.924583,-34.924583
68.85876,-36.749126,68.85876,-36.749126,68.85876,-36.749126,-36.749126,-36.749126,-36.749126
48.25415,-36.690804,48.25415,-36.690804,48.25415,-36.690804,-36.690804,-36.690804,-36.690804
74.07467,-35.452778,74.07467,-35.452778,74.07467,-35.452778,-35.452778,-35.452778,-35.452778
71.7668,-36.738644,71.7668,-36.738644,71.7668,-36.738644,-36.738644,-36.738644,-36.738644
63.318672,-36.594074,63.318672,-36.594074,63.318672,-36.594074,-36.594074,-36.594074,-36.594074
64.54541,-35.73862,64.54541,-35.73862,64.54541,-35.73862,-35.73862,-35.73862,-35.73862
77.68546,-35.09409,77.68546,-35.09409,77.68546,-35.09409,-35.09409,-35.09409,-35.09409
64.82674,-35.64971,64.82674,-35.64971,64.82674,-35.64971,-35.64971,-35.64971,-35.64971
95.53018,-35.372562,95.53018,-35.372562,95.53018,-35.372562,-35.372562,-35.372562,-35.372562
108.68781,-35.194466,108.68781,-35.194466,108.68781,-35.194466,-35.194466,-35.194466,-35.194466
101.0019,-34.074615,101.0019,-34.074615,101.0019,-34.074615,-34.074615,-34.074615,-34.074615
101.38677,-35.162178,101.38677,-35.162178,101.38677,-35.162178,-35.162178,-35.162178,-35.162178
100.72249,-35.49011,100.72249,-35.49011,100.72249,-35.49011,-35.49011,-35.49011,-35.49011
116.58432,-34.047646,116.58432,-34.047646,116.58432,-34.047646,-34.047646,-34.047646,-34.047646
119.72049,-35.11729,119.72049,-35.11729,119.72049,-35.11729,-35.11729,-35.11729,-35.11729
113.40305,-35.25725,113.40305,-35.25725,113.40305,-35.25725,-35.25725,-35.25725,-35.25725
52.44697,-37.39386,52.44697,-37.39386,52.44697,-37.39386,-37.39386,-37.39386,-37.39386
74.13036,-35.09579,74.13036,-35.09579,74.13036,-35.09579,-35.09579,-35.09579,-35.09579
77.44134,-37.1477,77.44134,-37.1477,77.44134,-37.1477,-37.1477,-37.1477,-37.1477
56.996437,-36.06701,56.996437,-36.06701,56.996437,-36.06701,-36.06701,-36.06701,-36.06701
82.090126,-35.81098,82.090126,-35.81098,82.090126,-35.81098,-35.81098,-35.81098,-35.81098
85.64407,-35.273422,85.64407,-35.273422,85.64407,-35.273422,-35.273422,-35.273422,-35.273422
80.916794,-35.825836,80.916794,-35.825836,80.916794,-35.825836,-35.825836,-35.825836,-35.825836
48.199406,-35.46017,48.199406,-35.46017,48.199406,-35.46017,-35.46017,-35.46017,-35.46017
90.78671,-33.927505,90.78671,-33.927505,90.78671,-33.927505,-33.927505,-33.927505,-33.927505
87.790306,-34.250164,87.790306,-34.250164,87.790306,-34.250164,-34.250164,-34.250164,-34.250164
77.476456,-35.81158,77.476456,-35.81158,77.476456,-35.81158,-35.81158,-35.81158,-35.81158
99.94952,-37.30853,99.94952,-37.30853,99.94952,-37.30853,-37.30853,-37.30853,-37.30853
76.14564,-34.57627,76.14564,-34.57627,76.14564,-34.57627,-34.57627,-34.57627,-34.57627
60.840153,-36.04636,60.840153,-36.04636,60.840153,-36.04636,-36.04636,-36.04636,-36.04636
76.704025,-35.596355,76.704025,-35.596355,76.704025,-35.596355,-35.596355,-35.596355,-35.596355
79.967125,-34.887936,79.967125,-34.887936,79.967125,-34.887936,-34.887936,-34.887936,-34.887936
79.912735,-35.362568,79.912735,-35.362568,79.912735,-35.362568,-35.362568,-35.362568,-35.362568
72.17514,-37.017895,72.17514,-37.017895,72.17514,-37.017895,-37.017895,-37.017895,-37.017895
63.18379,-35.73373,63.18379,-35.73373,63.18379,-35.73373,-35.73373,-35.73373,-35.73373
76.8452,-36.3304,76.8452,-36.3304,76.8452,-36.3304,-36.3304,-36.3304,-36.3304
66.90976,-33.490257,66.90976,-33.490257,66.90976,-33.490257,-33.490257,-33.490257,-33.490257
46.29224,-37.151215,46.29224,-37.151215,46.29224,-37.151215,-37.151215,-37.151215,-37.151215
65.078674,-35.33961,65.078674,-35.33961,65.078674,-35.33961,-35.33961,-35.33961,-35.33961
72.296616,-35.73192,72.296616,-35.73192,72.296616,-35.73192,-35.73192,-35.73192,-35.73192
37.468235,-39.386616,37.468235,-39.386616,37.468235,-39.386616,-39.386616,-39.386616,-39.386616
61.46827,-36.343285,61.46827,-36.343285,61.46827,-36.343285,-36.343285,-36.343285,-36.343285
89.442024,-36.141006,89.442024,-36.141006,89.442024,-36.141006,-36.141006,-36.141006,-36.141006
90.2839,-35.843067,90.2839,-35.843067,90.2839,-35.843067,-35.843067,-35.843067,-35.843067
94.54568,-34.107098,94.54568,-34.107098,94.54568,-34.107098,-34.107098,-34.107098,-34.107098
92.71201,-35.69211,92.71201,-35.69211,92.71201,-35.69211,-35.69211,-35.69211,-35.69211
129.73882,-35.876694,129.73882,-35.876694,129.73882,-35.876694,-35.876694,-35.876694,-35.876694
105.623924,-33.58698,105.623924,-33.58698,105.623924,-33.58698,-33.58698,-33.58698,-33.58698
147.51102,-31.085968,147.51102,-31.085968,147.51102,-31.085968,-31.085968,-31.085968,-31.085968
85.1952,-34.360462,85.1952,-34.360462,85.1952,-34.360462,-34.360462,-34.360462,-34.360462
82.51423,-35.17838,82.51423,-35.17838,82.51423,-35.17838,-35.17838,-35.17838,-35.17838
87.45774,-36.09373,87.45774,-36.09373,87.45774,-36.09373,-36.09373,-36.09373,-36.09373
88.80961,-35.09639,88.80961,-35.09639,88.80961,-35.09639,-35.09639,-35.09639,-35.09639
87.027596,-34.640163,87.027596,-34.640163,87.027596,-34.640163,-34.640163,-34.640163,-34.640163
82.40636,-36.902996,82.40636,-36.902996,82.40636,-36.902996,-36.902996,-36.902996,-36.902996
61.51988,-35.595356,61.51988,-35.595356,61.51988,-35.595356,-35.595356,-35.595356,-35.595356
76.763916,-36.42176,76.763916,-36.42176,76.763916,-36.42176,-36.42176,-36.42176,-36.42176
75.1583,-37.521324,75.1583,-37.521324,75.1583,-37.521324,-37.521324,-37.521324,-37.521324
46.005306,-36.339893,46.005306,-36.339893,46.005306,-36.339893,-36.339893,-36.339893,-36.339893
67.92364,-35.140182,67.92364,-35.140182,67.92364,-35.140182,-35.140182,-35.140182,-35.140182
56.34844,-37.839893,56.34844,-37.839893,56.34844,-37.839893,-37.839893,-37.839893,-37.839893
88.540016,-35.847504,88.540016,-35.847504,88.540016,-35.847504,-35.847504,-35.847504,-35.847504
123.86915,-36.39254,123.86915,-36.39254,123.86915,-36.39254,-36.39254,-36.39254,-36.39254
82.85745,-36.774853,82.85745,-36.774853,82.85745,-36.774853,-36.774853,-36.774853,-36.774853
63.97277,-36.815166,63.97277,-36.815166,63.97277,-36.815166,-36.815166,-36.815166,-36.815166
47.029167,-35.23488,47.029167,-35.23488,47.029167,-35.23488,-35.23488,-35.23488,-35.23488
57.48188,-35.97685,57.48188,-35.97685,57.48188,-35.97685,-35.97685,-35.97685,-35.97685
99.871086,-35.139,99.871086,-35.139,99.871086,-35.139,-35.139,-35.139,-35.139
90.994934,-34.458363,90.994934,-34.458363,90.994934,-34.458363,-34.458363,-34.458363,-34.458363
84.09412,-32.925125,84.09412,-32.925125,84.09412,-32.925125,-32.925125,-32.925125,-32.925125
84.09198,-35.510452,84.09198,-35.510452,84.09198,-35.510452,-35.510452,-35.510452,-35.510452
61.17232,-35.74728,61.17232,-35.74728,61.17232,-35.74728,-35.74728,-35.74728,-35.74728
97.83939,-37.39781,97.83939,-37.39781,97.83939,-37.39781,-37.39781,-37.39781,-37.39781
117.01721,-35.854164,117.01721,-35.854164,117.01721,-35.854164,-35.854164,-35.854164,-35.854164
153.18028,-33.72293,153.18028,-33.72293,153.18028,-33.72293,-33.72293,-33.72293,-33.72293
120.81276,-36.641624,120.81276,-36.641624,120.81276,-36.641624,-36.641624,-36.641624,-36.641624
123.81649,-35.334034,123.81649,-35.334034,123.81649,-35.334034,-35.334034,-35.334034,-35.334034
63.428173,-34.508465,63.428173,-34.508465,63.428173,-34.508465,-34.508465,-34.508465,-34.508465
103.00397,-33.192448,103.00397,-33.192448,103.00397,-33.192448,-33.192448,-33.192448,-33.192448
96.59912,-36.403133,96.59912,-36.403133,96.59912,-36.403133,-36.403133,-36.403133,-36.403133
103.26292,-35.101627,103.26292,-35.101627,103.26292,-35.101627,-35.101627,-35.101627,-35.101627
90.28994,-34.557457,90.28994,-34.557457,90.28994,-34.557457,-34.557457,-34.557457,-34.557457
157.13896,-32.61105,157.13896,-32.61105,157.13896,-32.61105,-32.61105,-32.61105,-32.61105
100.516846,-32.901955,100.516846,-32.901955,100.516846,-32.901955,-32.901955,-32.901955,-32.901955
82.66951,-35.82569,82.66951,-35.82569,82.66951,-35.82569,-35.82569,-35.82569,-35.82569
82.12085,-36.401016,82.12085,-36.401016,82.12085,-36.401016,-36.401016,-36.401016,-36.401016
71.42609,-36.78087,71.42609,-36.78087,71.42609,-36.78087,-36.78087,-36.78087,-36.78087
92.13006,-34.288155,92.13006,-34.288155,92.13006,-34.288155,-34.288155,-34.288155,-34.288155
33.74154,-37.06307,33.74154,-37.06307,33.74154,-37.06307,-37.06307,-37.06307,-37.06307
45.455048,-36.2346,45.455048,-36.2346,45.455048,-36.2346,-36.2346,-36.2346,-36.2346
71.87071,-35.531685,71.87071,-35.531685,71.87071,-35.531685,-35.531685,-35.531685,-35.531685
97.38597,-35.56765,97.38597,-35.56765,97.38597,-35.56765,-35.56765,-35.56765,-35.56765
89.793686,-35.276608,89.793686,-35.276608,89.793686,-35.276608,-35.276608,-35.276608,-35.276608
73.07755,-36.657974,73.07755,-36.657974,73.07755,-36.657974,-36.657974,-36.657974,-36.657974
49.22618,-37.32092,49.22618,-37.32092,49.22618,-37.32092,-37.32092,-37.32092,-37.32092
67.84968,-37.09016,67.84968,-37.09016,67.84968,-37.09016,-37.09016,-37.09016,-37.09016
100.09547,-37.020916,100.09547,-37.020916,100.09547,-37.020916,-37.020916,-37.020916,-37.020916
86.465515,-35.143246,86.465515,-35.143246,86.465515,-35.143246,-35.143246,-35.143246,-35.143246
51.373,-35.200474,51.373,-35.200474,51.373,-35.200474,-35.200474,-35.200474,-35.200474
34.05577,-38.880116,34.05577,-38.880116,34.05577,-38.880116,-38.880116,-38.880116,-38.880116
91.13002,-34.72193,91.13002,-34.72193,91.13002,-34.72193,-34.72193,-34.72193,-34.72193
84.32385,-36.604996,84.32385,-36.604996,84.32385,-36.604996,-36.604996,-36.604996,-36.604996
59.978756,-36.84823,59.978756,-36.84823,59.978756,-36.84823,-36.84823,-36.84823,-36.84823
51.58008,-35.67338,51.58008,-35.67338,51.58008,-35.67338,-35.67338,-35.67338,-35.67338
82.74541,-37.12912,82.74541,-37.12912,82.74541,-37.12912,-37.12912,-37.12912,-37.12912
61.565327,-37.643906,61.565327,-37.643906,61.565327,-37.643906,-37.643906,-37.643906,-37.643906
106.148926,-34.872345,106.148926,-34.872345,106.148926,-34.872345,-34.872345,-34.872345,-34.872345
88.27342,-34.876457,88.27342,-34.876457,88.27342,-34.876457,-34.876457,-34.876457,-34.876457
44.06882,-36.448345,44.06882,-36.448345,44.06882,-36.448345,-36.448345,-36.448345,-36.448345
58.127674,-37.94828,58.127674,-37.94828,58.127674,-37.94828,-37.94828,-37.94828,-37.94828
74.14579,-35.47775,74.14579,-35.47775,74.14579,-35.47775,-35.47775,-35.47775,-35.47775
74.44181,-35.376324,74.44181,-35.376324,74.44181,-35.376324,-35.376324,-35.376324,-35.376324
41.798656,-37.29934,41.798656,-37.29934,41.798656,-37.29934,-37.29934,-37.29934,-37.29934
91.57788,-35.516884,91.57788,-35.516884,91.57788,-35.516884,-35.516884,-35.516884,-35.516884
84.16411,-36.386623,84.16411,-36.386623,84.16411,-36.386623,-36.386623,-36.386623,-36.386623
70.20667,-37.087677,70.20667,-37.087677,70.20667,-37.087677,-37.087677,-37.087677,-37.087677
56.07646,-34.191376,56.07646,-34.191376,56.07646,-34.191376,-34.191376,-34.191376,-34.191376
49.324577,-34.848835,49.324577,-34.848835,49.324577,-34.848835,-34.848835,-34.848835,-34.848835
71.0546,-36.347763,71.0546,-36.347763,71.0546,-36.347763,-36.347763,-36.347763,-36.347763
114.28471,-34.85663,114.28471,-34.85663,114.28471,-34.85663,-34.85663,-34.85663,-34.85663
62.751736,-35.396355,62.751736,-35.396355,62.751736,-35.396355,-35.396355,-35.396355,-35.396355
105.42267,-36.05852,105.42267,-36.05852,105.42267,-36.05852,-36.05852,-36.05852,-36.05852
63.60421,-35.969784,63.60421,-35.969784,63.60421,-35.969784,-35.969784,-35.969784,-35.969784
133.17644,-33.231377,133.17644,-33.231377,133.17644,-33.231377,-33.231377,-33.231377,-33.231377
