evap,temp,albedo,precipitation,pressure,u800,u200,v200,v800
72.08257,-35.79638,72.08257,-35.79638,72.08257,-35.79638,-35.79638,-35.79638,-35.79638
50.876842,-35.66293,50.876842,-35.66293,50.876842,-35.66293,-35.66293,-35.66293,-35.66293
57.96512,-37.379444,57.96512,-37.379444,57.96512,-37.379444,-37.379444,-37.379444,-37.379444
42.252163,-37.457924,42.252163,-37.457924,42.252163,-37.457924,-37.457924,-37.457924,-37.457924
48.710346,-36.984604,48.710346,-36.984604,48.710346,-36.984604,-36.984604,-36.984604,-36.984604
46.234203,-35.756073,46.234203,-35.756073,46.234203,-35.756073,-35.756073,-35.756073,-35.756073
69.40041,-33.994522,69.40041,-33.994522,69.40041,-33.994522,-33.994522,-33.994522,-33.994522
52.518948,-36.608418,52.518948,-36.608418,52.518948,-36.608418,-36.608418,-36.608418,-36.608418
68.864525,-36.79079,68.864525,-36.79079,68.864525,-36.79079,-36.79079,-36.79079,-36.79079
103.19786,-34.706898,103.19786,-34.706898,103.19786,-34.706898,-34.706898,-34.706898,-34.706898
91.566505,-34.63874,91.566505,-34.63874,91.566505,-34.63874,-34.63874,-34.63874,-34.63874
91.26368,-34.6098,91.26368,-34.6098,91.26368,-34.6098,-34.6098,-34.6098,-34.6098
75.376915,-35.30183,75.376915,-35.30183,75.376915,-35.30183,-35.30183,-35.30183,-35.30183
91.64525,-33.98407,91.64525,-33.98407,91.64525,-33.98407,-33.98407,-33.98407,-33.98407
114.24484,-33.47585,114.24484,-33.47585,114.24484,-33.47585,-33.47585,-33.47585,-33.47585
67.92862,-35.61626,67.92862,-35.61626,67.92862,-35.61626,-35.61626,-35.61626,-35.61626
57.28344,-36.843307,57.28344,-36.843307,57.28344,-36.843307,-36.843307,-36.843307,-36.843307
60.724686,-37.889973,60.724686,-37.889973,60.724686,-37.889973,-37.889973,-37.889973,-37.889973
47.39735,-37.81551,47.39735,-37.81551,47.39735,-37.81551,-37.81551,-37.81551,-37.81551
49.782597,-37.64356,49.782597,-37.64356,49.782597,-37.64356,-37.64356,-37.64356,-37.64356
113.280685,-35.879734,113.280685,-35.879734,113.280685,-35.879734,-35.879734,-35.879734,-35.879734
84.171265,-36.459713,84.171265,-36.459713,84.171265,-36.459713,-36.459713,-36.459713,-36.459713
58.91792,-36.468494,58.91792,-36.468494,58.91792,-36.468494,-36.468494,-36.468494,-36.468494
48.681717,-35.06713,48.681717,-35.06713,48.681717,-35.06713,-35.06713,-35.06713,-35.06713
76.91502,-37.234875,76.91502,-37.234875,76.91502,-37.234875,-37.234875,-37.234875,-37.234875
123.371025,-36.64337,123.371025,-36.64337,123.371025,-36.64337,-36.64337,-36.64337,-36.64337
63.20453,-35.994034,63.20453,-35.994034,63.20453,-35.994034,-35.994034,-35.994034,-35.994034
94.914345,-35.23712,94.914345,-35.23712,94.914345,-35.23712,-35.23712,-35.23712,-35.23712
86.33006,-34.73718,86.33006,-34.73718,86.33006,-34.73718,-34.73718,-34.73718,-34.73718
67.94786,-36.41958,67.94786,-36.41958,67.94786,-36.41958,-36.41958,-36.41958,-36.41958
101.04276,-34.003857,101.04276,-34.003857,101.04276,-34.003857,-34.003857,-34.003857,-34.003857
127.12298,-33.539543,127.12298,-33.539543,127.12298,-33.539543,-33.539543,-33.539543,-33.539543
51.961143,-35.14749,51.961143,-35.14749,51.961143,-35.14749,-35.14749,-35.14749,-35.14749
115.30328,-34.904644,115.30328,-34.904644,115.30328,-34.904644,-34.904644,-34.904644,-34.904644
142.74133,-35.353966,142.74133,-35.353966,142.74133,-35.353966,-35.353966,-35.353966,-35.353966
118.18874,-34.081352,118.18874,-34.081352,118.18874,-34.081352,-34.081352,-34.081352,-34.081352
104.6629,-34.498817,104.6629,-34.498817,104.6629,-34.498817,-34.498817,-34.498817,-34.498817
58.791203,-35.34167,58.791203,-35.34167,58.791203,-35.34167,-35.34167,-35.34167,-35.34167
65.05334,-35.51038,65.05334,-35.51038,65.05334,-35.51038,-35.51038,-35.51038,-35.51038
69.16211,-34.777206,69.16211,-34.777206,69.16211,-34.777206,-34.777206,-34.777206,-34.777206
68.483116,-37.46398,68.483116,-37.46398,68.483116,-37.46398,-37.46398,-37.46398,-37.46398
69.84737,-35.040627,69.84737,-35.040627,69.84737,-35.040627,-35.040627,-35.040627,-35.040627
85.876335,-36.11017,85.876335,-36.11017,85.876335,-36.11017,-36.11017,-36.11017,-36.11017
96.11434,-35.154644,96.11434,-35.154644,96.11434,-35.154644,-35.154644,-35.154644,-35.154644
51.63667,-37.917236,51.63667,-37.917236,51.63667,-37.917236,-37.917236,-37.917236,-37.917236
46.183655,-37.2709,46.183655,-37.2709,46.183655,-37.2709,-37.2709,-37.2709,-37.2709
84.37232,-36.831654,84.37232,-36.831654,84.37232,-36.831654,-36.831654,-36.831654,-36.831654
127.50198,-34.468395,127.50198,-34.468395,127.50198,-34.468395,-34.468395,-34.468395,-34.468395
94.90718,-36.112743,94.90718,-36.112743,94.90718,-36.112743,-36.112743,-36.112743,-36.112743
83.416534,-35.118176,83.416534,-35.118176,83.416534,-35.118176,-35.118176,-35.118176,-35.118176
72.131035,-33.71308,72.131035,-33.71308,72.131035,-33.71308,-33.71308,-33.71308,-33.71308
60.273315,-35.997047,60.273315,-35.997047,60.273315,-35.997047,-35.997047,-35.997047,-35.997047
89.33587,-34.27614,89.33587,-34.27614,89.33587,-34.27614,-34.27614,-34.27614,-34.27614
85.93633,-34.35918,85.93633,-34.35918,85.93633,-34.35918,-34.35918,-34.35918,-34.35918
42.890827,-36.728733,42.890827,-36.728733,42.890827,-36.728733,-36.728733,-36.728733,-36.728733
46.479973,-36.58853,46.479973,-36.58853,46.479973,-36.58853,-36.58853,-36.58853,-36.58853
89.48845,-34.441883,89.48845,-34.441883,89.48845,-34.441883,-34.441883,-34.441883,-34.441883
76.78518,-37.450027,76.78518,-37.450027,76.78518,-37.450027,-37.450027,-37.450027,-37.450027
79.166046,-38.2613,79.166046,-38.2613,79.166046,-38.2613,-38.2613,-38.2613,-38.2613
43.427612,-37.339314,43.427612,-37.339314,43.427612,-37.339314,-37.339314,-37.339314,-37.339314
75.140335,-36.566486,75.140335,-36.566486,75.140335,-36.566486,-36.566486,-36.566486,-36.566486
52.18948,-35.3109,52.18948,-35.3109,52.18948,-35.3109,-35.3109,-35.3109,-35.3109
128.20209,-35.322655,128.20209,-35.322655,128.20209,-35.322655,-35.322655,-35.322655,-35.322655
88.973175,-35.148014,88.973175,-35.148014,88.973175,-35.148014,-35.148014,-35.148014,-35.148014
71.43632,-35.57245,71.43632,-35.57245,71.43632,-35.57245,-35.57245,-35.57245,-35.57245
83.612335,-34.936615,83.612335,-34.936615,83.612335,-34.936615,-34.936615,-34.936615,-34.936615
81.14306,-34.731853,81.14306,-34.731853,81.14306,-34.731853,-34.731853,-34.731853,-34.731853
79.57561,-34.357452,79.57561,-34.357452,79.57561,-34.357452,-34.357452,-34.357452,-34.357452
94.19124,-35.426544,94.19124,-35.426544,94.19124,-35.426544,-35.426544,-35.426544,-35.426544
70.4534,-36.784286,70.4534,-36.784286,70.4534,-36.784286,-36.784286,-36.784286,-36.784286
93.72849,-35.591885,93.72849,-35.591885,93.72849,-35.591885,-35.591885,-35.591885,-35.591885
110.19196,-35.37802,110.19196,-35.37802,110.19196,-35.37802,-35.37802,-35.37802,-35.37802
69.473015,-35.71418,69.473015,-35.71418,69.473015,-35.71418,-35.71418,-35.71418,-35.71418
48.721855,-36.129627,48.721855,-36.129627,48.721855,-36.129627,-36.129627,-36.129627,-36.129627
68.763855,-35.49956,68.763855,-35.49956,68.763855,-35.49956,-35.49956,-35.49956,-35.49956
49.246353,-36.091137,49.246353,-36.091137,49.246353,-36.091137,-36.091137,-36.091137,-36.091137
74.12481,-34.69566,74.12481,-34.69566,74.12481,-34.69566,-34.69566,-34.69566,-34.69566
71.72598,-35.45391,71.72598,-35.45391,71.72598,-35.45391,-35.45391,-35.45391,-35.45391
59.347412,-35.779873,59.347412,-35.779873,59.347412,-35.779873,-35.779873,-35.779873,-35.779873
83.203545,-36.289722,83.203545,-36.289722,83.203545,-36.289722,-36.289722,-36.289722,-36.289722
89.0925,-36.124798,89.0925,-36.124798,89.0925,-36.124798,-36.124798,-36.124798,-36.124798
96.34571,-36.270996,96.34571,-36.270996,96.34571,-36.270996,-36.270996,-36.270996,-36.270996
48.339443,-36.611767,48.339443,-36.611767,48.339443,-36.611767,-36.611767,-36.611767,-36.611767
69.995804,-37.52591,69.995804,-37.52591,69.995804,-37.52591,-37.52591,-37.52591,-37.52591
65.88533,-36.38616,65.88533,-36.38616,65.88533,-36.38616,-36.38616,-36.38616,-36.38616
62.384502,-38.196644,62.384502,-38.196644,62.384502,-38.196644,-38.196644,-38.196644,-38.196644
79.23529,-36.301872,79.23529,-36.301872,79.23529,-36.301872,-36.301872,-36.301872,-36.301872
112.7818,-34.266476,112.7818,-34.266476,112.7818,-34.266476,-34.266476,-34.266476,-34.266476
86.45739,-35.51129,86.45739,-35.51129,86.45739,-35.51129,-35.51129,-35.51129,-35.51129
107.172585,-34.192234,107.172585,-34.192234,107.172585,-34.192234,-34.192234,-34.192234,-34.192234
60.96523,-35.367886,60.96523,-35.367886,60.96523,-35.367886,-35.367886,-35.367886,-35.367886
87.492744,-33.174927,87.492744,-33.174927,87.492744,-33.174927,-33.174927,-33.174927,-33.174927
105.850945,-33.027073,105.850945,-33.027073,105.850945,-33.027073,-33.027073,-33.027073,-33.027073
140.77199,-34.010605,140.77199,-34.010605,140.77199,-34.010605,-34.010605,-34.010605,-34.010605
108.0325,-33.331566,108.0325,-33.331566,108.0325,-33.331566,-33.331566,-33.331566,-33.331566
75.82453,-34.37296,75.82453,-34.37296,75.82453,-34.37296,-34.37296,-34.37296,-34.37296
49.36409,-35.324207,49.36409,-35.324207,49.36409,-35.324207,-35.324207,-35.324207,-35.324207
71.20261,-35.85034,71.20261,-35.85034,71.20261,-35.85034,-35.85034,-35.85034,-35.85034
100.975,-33.84414,100.975,-33.84414,100.975,-33.84414,-33.84414,-33.84414,-33.84414
83.72716,-34.50701,83.72716,-34.50701,83.72716,-34.50701,-34.50701,-34.50701,-34.50701
100.120476,-35.554653,100.120476,-35.554653,100.120476,-35.554653,-35.554653,-35.554653,-35.554653
83.25281,-33.612537,83.25281,-33.612537,83.25281,-33.612537,-33.612537,-33.612537,-33.612537
71.08991,-34.85279,71.08991,-34.85279,71.08991,-34.85279,-34.85279,-34.85279,-34.85279
66.35082,-35.361954,66.35082,-35.361954,66.35082,-35.361954,-35.361954,-35.361954,-35.361954
103.00339,-35.80112,103.00339,-35.80112,103.00339,-35.80112,-35.80112,-35.80112,-35.80112
80.78484,-36.15558,80.78484,-36.15558,80.78484,-36.15558,-36.15558,-36.15558,-36.15558
47.82649,-36.189312,47.82649,-36.189312,47.82649,-36.189312,-36.189312,-36.189312,-36.189312
52.961075,-38.523563,52.961075,-38.523563,52.961075,-38.523563,-38.523563,-38.523563,-38.523563
66.49153,-35.26986,66.49153,-35.26986,66.49153,-35.26986,-35.26986,-35.26986,-35.26986
94.79798,-35.402126,94.79798,-35.402126,94.79798,-35.402126,-35.402126,-35.402126,-35.402126
82.34447,-34.947575,82.34447,-34.947575,82.34447,-34.947575,-34.947575,-34.947575,-34.947575
77.55706,-36.413136,77.55706,-36.413136,77.55706,-36.413136,-36.413136,-36.413136,-36.413136
79.09751,-35.94422,79.09751,-35.94422,79.09751,-35.94422,-35.94422,-35.94422,-35.94422
63.166348,-35.21286,63.166348,-35.21286,63.166348,-35.21286,-35.21286,-35.21286,-35.21286
74.275116,-35.58272,74.275116,-35.58272,74.275116,-35.58272,-35.58272,-35.58272,-35.58272
63.99256,-35.448994,63.99256,-35.448994,63.99256,-35.448994,-35.448994,-35.448994,-35.448994
58.84867,-35.010914,58.84867,-35.010914,58.84867,-35.010914,-35.010914,-35.010914,-35.010914
63.80923,-36.521812,63.80923,-36.521812,63.80923,-36.521812,-36.521812,-36.521812,-36.521812
60.066463,-35.91656,60.066463,-35.91656,60.066463,-35.91656,-35.91656,-35.91656,-35.91656
70.95674,-36.73584,70.95674,-36.73584,70.95674,-36.73584,-36.73584,-36.73584,-36.73584
95.28683,-36.683205,95.28683,-36.683205,95.28683,-36.683205,-36.683205,-36.683205,-36.683205
81.45697,-34.449017,81.45697,-34.449017,81.45697,-34.449017,-34.449017,-34.449017,-34.449017
113.37522,-33.24967,113.37522,-33.24967,113.37522,-33.24967,-33.24967,-33.24967,-33.24967
53.016415,-35.92649,53.016415,-35.92649,53.016415,-35.92649,-35.92649,-35.92649,-35.92649
68.45071,-36.44173,68.45071,-36.44173,68.45071,-36.44173,-36.44173,-36.44173,-36.44173
80.417534,-37.048508,80.417534,-37.048508,80.417534,-37.048508,-37.048508,-37.048508,-37.048508
69.623764,-35.630333,69.623764,-35.630333,69.623764,-35.630333,-35.630333,-35.630333,-35.630333
64.75684,-37.25587,64.75684,-37.25587,64.75684,-37.25587,-37.25587,-37.25587,-37.25587
81.5941,-36.823486,81.5941,-36.823486,81.5941,-36.823486,-36.823486,-36.823486,-36.823486
65.353584,-35.17504,65.353584,-35.17504,65.353584,-35.17504,-35.17504,-35.17504,-35.17504
72.96291,-34.67835,72.96291,-34.67835,72.96291,-34.67835,-34.67835,-34.67835,-34.67835
84.789024,-35.561134,84.789024,-35.561134,84.789024,-35.561134,-35.561134,-35.561134,-35.561134
67.206726,-35.40425,67.206726,-35.40425,67.206726,-35.40425,-35.40425,-35.40425,-35.40425
57.10278,-37.512478,57.10278,-37.512478,57.10278,-37.512478,-37.512478,-37.512478,-37.512478
64.17523,-37.58052,64.17523,-37.58052,64.17523,-37.58052,-37.58052,-37.58052,-37.58052
78.66456,-37.43805,78.66456,-37.43805,78.66456,-37.43805,-37.43805,-37.43805,-37.43805
82.64028,-35.127415,82.64028,-35.127415,82.64028,-35.127415,-35.127415,-35.127415,-35.127415
45.908787,-36.17132,45.908787,-36.17132,45.908787,-36.17132,-36.17132,-36.17132,-36.17132
83.3454,-35.370697,83.3454,-35.370697,83.3454,-35.370697,-35.370697,-35.370697,-35.370697
80.63054,-36.271713,80.63054,-36.271713,80.63054,-36.271713,-36.271713,-36.271713,-36.271713
71.65616,-34.930496,71.65616,-34.930496,71.65616,-34.930496,-34.930496,-34.930496,-34.930496
62.03997,-36.48497,62.03997,-36.48497,62.03997,-36.48497,-36.48497,-36.48497,-36.48497
59.63656,-37.478046,59.63656,-37.478046,59.63656,-37.478046,-37.478046,-37.478046,-37.478046
44.46703,-37.9192,44.46703,-37.9192,44.46703,-37.9192,-37.9192,-37.9192,-37.9192
35.722935,-36.521355,35.722935,-36.521355,35.722935,-36.521355,-36.521355,-36.521355,-36.521355
83.91045,-37.961193,83.91045,-37.961193,83.91045,-37.961193,-37.961193,-37.961193,-37.961193
44.64043,-38.123516,44.64043,-38.123516,44.64043,-38.123516,-38.123516,-38.123516,-38.123516
75.170044,-37.13329,75.170044,-37.13329,75.170044,-37.13329,-37.13329,-37.13329,-37.13329
72.6665,-37.0314,72.6665,-37.0314,72.6665,-37.0314,-37.0314,-37.0314,-37.0314
86.03654,-37.345318,86.03654,-37.345318,86.03654,-37.345318,-37.345318,-37.345318,-37.345318
83.79457,-36.059547,83.79457,-36.059547,83.79457,-36.059547,-36.059547,-36.059547,-36.059547
101.74541,-36.360085,101.74541,-36.360085,101.74541,-36.360085,-36.360085,-36.360085,-36.360085
61.6272,-36.589657,61.6272,-36.589657,61.6272,-36.589657,-36.589657,-36.589657,-36.589657
62.769524,-37.27528,62.769524,-37.27528,62.769524,-37.27528,-37.27528,-37.27528,-37.27528
73.01116,-35.198795,73.01116,-35.198795,73.01116,-35.198795,-35.198795,-35.198795,-35.198795
42.638367,-38.56788,42.638367,-38.56788,42.638367,-38.56788,-38.56788,-38.56788,-38.56788
62.602074,-37.98958,62.602074,-37.98958,62.602074,-37.98958,-37.98958,-37.98958,-37.98958
71.96686,-35.8919,71.96686,-35.8919,71.96686,-35.8919,-35.8919,-35.8919,-35.8919
61.151,-35.397476,61.151,-35.397476,61.151,-35.397476,-35.397476,-35.397476,-35.397476
71.44085,-36.845333,71.44085,-36.845333,71.44085,-36.845333,-36.845333,-36.845333,-36.845333
44.723286,-36.771946,44.723286,-36.771946,44.723286,-36.771946,-36.771946,-36.771946,-36.771946
74.81622,-37.038937,74.81622,-37.038937,74.81622,-37.038937,-37.038937,-37.038937,-37.038937
99.679985,-35.004677,99.679985,-35.004677,99.679985,-35.004677,-35.004677,-35.004677,-35.004677
66.60597,-35.822674,66.60597,-35.822674,66.60597,-35.822674,-35.822674,-35.822674,-35.822674
40.448814,-36.822666,40.448814,-36.822666,40.448814,-36.822666,-36.822666,-36.822666,-36.822666
84.51228,-36.23089,84.51228,-36.23089,84.51228,-36.23089,-36.23089,-36.23089,-36.23089
37.86116,-37.11449,37.86116,-37.11449,37.86116,-37.11449,-37.11449,-37.11449,-37.11449
52.42081,-38.697124,52.42081,-38.697124,52.42081,-38.697124,-38.697124,-38.697124,-38.697124
63.078228,-36.697006,63.078228,-36.697006,63.078228,-36.697006,-36.697006,-36.697006,-36.697006
63.688824,-37.361744,63.688824,-37.361744,63.688824,-37.361744,-37.361744,-37.361744,-37.361744
55.965553,-37.81952,55.965553,-37.81952,55.965553,-37.81952,-37.81952,-37.81952,-37.81952
43.344795,-37.904346,43.344795,-37.904346,43.344795,-37.904346,-37.904346,-37.904346,-37.904346
83.16631,-36.782566,83.16631,-36.782566,83.16631,-36.782566,-36.782566,-36.782566,-36.782566
89.93981,-37.2459,89.93981,-37.2459,89.93981,-37.2459,-37.2459,-37.2459,-37.2459
49.30061,-37.60916,49.30061,-37.60916,49.30061,-37.60916,-37.60916,-37.60916,-37.60916
69.81804,-36.796223,69.81804,-36.796223,69.81804,-36.796223,-36.796223,-36.796223,-36.796223
49.859882,-38.471172,49.859882,-38.471172,49.859882,-38.471172,-38.471172,-38.471172,-38.471172
57.675587,-37.56104,57.675587,-37.56104,57.675587,-37.56104,-37.56104,-37.56104,-37.56104
59.389866,-36.828354,59.389866,-36.828354,59.389866,-36.828354,-36.828354,-36.828354,-36.828354
60.73523,-36.806736,60.73523,-36.806736,60.73523,-36.806736,-36.806736,-36.806736,-36.806736
50.716747,-39.005894,50.716747,-39.005894,50.716747,-39.005894,-39.005894,-39.005894,-39.005894
52.22485,-36.74538,52.22485,-36.74538,52.22485,-36.74538,-36.74538,-36.74538,-36.74538
71.45035,-38.92063,71.45035,-38.92063,71.45035,-38.92063,-38.92063,-38.92063,-38.92063
67.897285,-37.346893,67.897285,-37.346893,67.897285,-37.346893,-37.346893,-37.346893,-37.346893
52.8531,-39.460026,52.8531,-39.460026,52.8531,-39.460026,-39.460026,-39.460026,-39.460026
58.3652,-36.58564,58.3652,-36.58564,58.3652,-36.58564,-36.58564,-36.58564,-36.58564
102.89832,-37.819622,102.89832,-37.819622,102.89832,-37.819622,-37.819622,-37.819622,-37.819622
37.11702,-38.064774,37.11702,-38.064774,37.11702,-38.064774,-38.064774,-38.064774,-38.064774
63.520264,-40.041042,63.520264,-40.041042,63.520264,-40.041042,-40.041042,-40.041042,-40.041042
61.835464,-38.818012,61.835464,-38.818012,61.835464,-38.818012,-38.818012,-38.818012,-38.818012
68.98223,-37.19017,68.98223,-37.19017,68.98223,-37.19017,-37.19017,-37.19017,-37.19017
43.825085,-37.191742,43.825085,-37.191742,43.825085,-37.191742,-37.191742,-37.191742,-37.191742
67.28875,-37.796223,67.28875,-37.796223,67.28875,-37.796223,-37.796223,-37.796223,-37.796223
59.97216,-36.720615,59.97216,-36.720615,59.97216,-36.720615,-36.720615,-36.720615,-36.720615
47.961063,-37.819534,47.961063,-37.819534,47.961063,-37.819534,-37.819534,-37.819534,-37.819534
45.065273,-37.177483,45.065273,-37.177483,45.065273,-37.177483,-37.177483,-37.177483,-37.177483
55.80719,-37.11869,55.80719,-37.11869,55.80719,-37.11869,-37.11869,-37.11869,-37.11869
40.81535,-38.481316,40.81535,-38.481316,40.81535,-38.481316,-38.481316,-38.481316,-38.481316
49.10377,-35.86208,49.10377,-35.86208,49.10377,-35.86208,-35.86208,-35.86208,-35.86208
66.899155,-37.180984,66.899155,-37.180984,66.899155,-37.180984,-37.180984,-37.180984,-37.180984
53.151134,-38.027855,53.151134,-38.027855,53.151134,-38.027855,-38.027855,-38.027855,-38.027855
50.596985,-38.714405,50.596985,-38.714405,50.596985,-38.714405,-38.714405,-38.714405,-38.714405
65.51037,-37.217144,65.51037,-37.217144,65.51037,-37.217144,-37.217144,-37.217144,-37.217144
48.874043,-39.371426,48.874043,-39.371426,48.874043,-39.371426,-39.371426,-39.371426,-39.371426
54.22486,-37.73114,54.22486,-37.73114,54.22486,-37.73114,-37.73114,-37.73114,-37.73114
58.852333,-37.59856,58.852333,-37.59856,58.852333,-37.59856,-37.59856,-37.59856,-37.59856
56.68896,-39.08454,56.68896,-39.08454,56.68896,-39.08454,-39.08454,-39.08454,-39.08454
48.027798,-39.46718,48.027798,-39.46718,48.027798,-39.46718,-39.46718,-39.46718,-39.46718
50.11057,-37.088562,50.11057,-37.088562,50.11057,-37.088562,-37.088562,-37.088562,-37.088562
53.002953,-37.71235,53.002953,-37.71235,53.002953,-37.71235,-37.71235,-37.71235,-37.71235
51.375874,-36.426075,51.375874,-36.426075,51.375874,-36.426075,-36.426075,-36.426075,-36.426075
36.623535,-39.365105,36.623535,-39.365105,36.623535,-39.365105,-39.365105,-39.365105,-39.365105
56.095936,-38.62272,56.095936,-38.62272,56.095936,-38.62272,-38.62272,-38.62272,-38.62272
56.818268,-36.97702,56.818268,-36.97702,56.818268,-36.97702,-36.97702,-36.97702,-36.97702
41.554764,-37.976864,41.554764,-37.976864,41.554764,-37.976864,-37.976864,-37.976864,-37.976864
42.42348,-37.85514,42.42348,-37.85514,42.42348,-37.85514,-37.85514,-37.85514,-37.85514
34.00242,-38.673138,34.00242,-38.673138,34.00242,-38.673138,-38.673138,-38.673138,-38.673138
70.26457,-37.632004,70.26457,-37.632004,70.26457,-37.632004,-37.632004,-37.632004,-37.632004
56.193027,-37.626095,56.193027,-37.626095,56.193027,-37.626095,-37.626095,-37.626095,-37.626095
38.865337,-37.644405,38.865337,-37.644405,38.865337,-37.644405,-37.644405,-37.644405,-37.644405
92.62289,-36.851475,92.62289,-36.851475,92.62289,-36.851475,-36.851475,-36.851475,-36.851475
80.81911,-36.96226,80.81911,-36.96226,80.81911,-36.96226,-36.96226,-36.96226,-36.96226
92.72487,-37.456646,92.72487,-37.456646,92.72487,-37.456646,-37.456646,-37.456646,-37.456646
42.24,-38.35461,42.24,-38.35461,42.24,-38.35461,-38.35461,-38.35461,-38.35461
71.13133,-38.393723,71.13133,-38.393723,71.13133,-38.393723,-38.393723,-38.393723,-38.393723
51.879517,-37.52771,51.879517,-37.52771,51.879517,-37.52771,-37.52771,-37.52771,-37.52771
58.90604,-38.40103,58.90604,-38.40103,58.90604,-38.40103,-38.40103,-38.40103,-38.40103
59.161526,-37.95337,59.161526,-37.95337,59.161526,-37.95337,-37.95337,-37.95337,-37.95337
56.56373,-37.26508,56.56373,-37.26508,56.56373,-37.26508,-37.26508,-37.26508,-37.26508
49.876675,-37.76636,49.876675,-37.76636,49.876675,-37.76636,-37.76636,-37.76636,-37.76636
77.80984,-36.838352,77.80984,-36.838352,77.80984,-36.838352,-36.838352,-36.838352,-36.838352
41.536953,-39.51057,41.536953,-39.51057,41.536953,-39.51057,-39.51057,-39.51057,-39.51057
65.289734,-38.445217,65.289734,-38.445217,65.289734,-38.445217,-38.445217,-38.445217,-38.445217
53.523525,-37.90542,53.523525,-37.90542,53.523525,-37.90542,-37.90542,-37.90542,-37.90542
72.48748,-36.49866,72.48748,-36.49866,72.48748,-36.49866,-36.49866,-36.49866,-36.49866
57.135277,-38.25055,57.135277,-38.25055,57.135277,-38.25055,-38.25055,-38.25055,-38.25055
57.185966,-37.61949,57.185966,-37.61949,57.185966,-37.61949,-37.61949,-37.61949,-37.61949
56.787827,-37.906086,56.787827,-37.906086,56.787827,-37.906086,-37.906086,-37.906086,-37.906086
62.36203,-37.153816,62.36203,-37.153816,62.36203,-37.153816,-37.153816,-37.153816,-37.153816
42.625957,-39.59399,42.625957,-39.59399,42.625957,-39.59399,-39.59399,-39.59399,-39.59399
40.72352,-37.865776,40.72352,-37.865776,40.72352,-37.865776,-37.865776,-37.865776,-37.865776
56.649334,-34.50736,56.649334,-34.50736,56.649334,-34.50736,-34.50736,-34.50736,-34.50736
59.209248,-39.634686,59.209248,-39.634686,59.209248,-39.634686,-39.634686,-39.634686,-39.634686
49.564,-38.367622,49.564,-38.367622,49.564,-38.367622,-38.367622,-38.367622,-38.367622
69.82774,-36.922314,69.82774,-36.922314,69.82774,-36.922314,-36.922314,-36.922314,-36.922314
69.68946,-37.630665,69.68946,-37.630665,69.68946,-37.630665,-37.630665,-37.630665,-37.630665
65.7966,-37.47617,65.7966,-37.47617,65.7966,-37.47617,-37.47617,-37.47617,-37.47617
55.10668,-37.468254,55.10668,-37.468254,55.10668,-37.468254,-37.468254,-37.468254,-37.468254
70.22646,-37.18566,70.22646,-37.18566,70.22646,-37.18566,-37.18566,-37.18566,-37.18566
54.369793,-38.340706,54.369793,-38.340706,54.369793,-38.340706,-38.340706,-38.340706,-38.340706
38.623257,-39.495434,38.623257,-39.495434,38.623257,-39.495434,-39.495434,-39.495434,-39.495434
55.52481,-38.184692,55.52481,-38.184692,55.52481,-38.184692,-38.184692,-38.184692,-38.184692
58.64079,-38.062622,58.64079,-38.062622,58.64079,-38.062622,-38.062622,-38.062622,-38.062622
60.13267,-36.164684,60.13267,-36.164684,60.13267,-36.164684,-36.164684,-36.164684,-36.164684
43.03144,-37.79135,43.03144,-37.79135,43.03144,-37.79135,-37.79135,-37.79135,-37.79135
78.596,-35.010506,78.596,-35.010506,78.596,-35.010506,-35.010506,-35.010506,-35.010506
67.173004,-38.660854,67.173004,-38.660854,67.173004,-38.660854,-38.660854,-38.660854,-38.660854
59.50015,-38.264015,59.50015,-38.264015,59.50015,-38.264015,-38.264015,-38.264015,-38.264015
57.474964,-36.466515,57.474964,-36.466515,57.474964,-36.466515,-36.466515,-36.466515,-36.466515
79.12974,-37.888454,79.12974,-37.888454,79.12974,-37.888454,-37.888454,-37.888454,-37.888454
50.184334,-37.64233,50.184334,-37.64233,50.184334,-37.64233,-37.64233,-37.64233,-37.64233
60.056664,-38.883358,60.056664,-38.883358,60.056664,-38.883358,-38.883358,-38.883358,-38.883358
56.76176,-37.754272,56.76176,-37.754272,56.76176,-37.754272,-37.754272,-37.754272,-37.754272
54.014633,-37.300163,54.014633,-37.300163,54.014633,-37.300163,-37.300163,-37.300163,-37.300163
71.49895,-37.324284,71.49895,-37.324284,71.49895,-37.324284,-37.324284,-37.324284,-37.324284
66.86985,-36.978012,66.86985,-36.978012,66.86985,-36.978012,-36.978012,-36.978012,-36.978012
51.613354,-38.21007,51.613354,-38.21007,51.613354,-38.21007,-38.21007,-38.21007,-38.21007
49.570576,-36.950848,49.570576,-36.950848,49.570576,-36.950848,-36.950848,-36.950848,-36.950848
71.21149,-37.79162,71.21149,-37.79162,71.21149,-37.79162,-37.79162,-37.79162,-37.79162
54.93304,-37.7506,54.93304,-37.7506,54.93304,-37.7506,-37.7506,-37.7506,-37.7506
60.719433,-38.160675,60.719433,-38.160675,60.719433,-38.160675,-38.160675,-38.160675,-38.160675
49.736153,-38.816895,49.736153,-38.816895,49.736153,-38.816895,-38.816895,-38.816895,-38.816895
55.75644,-39.683826,55.75644,-39.683826,55.75644,-39.683826,-39.683826,-39.683826,-39.683826
63.39516,-37.654385,63.39516,-37.654385,63.39516,-37.654385,-37.654385,-37.654385,-37.654385
