0	61	82
0	61	49
0	61	49
0	87	83
0	87	83
0	69	65
0	29	12
0	16	12
0	16	83
0	73	76
0	3	68
0	69	65
0	34
0	16	83
0	37	33
0	16	83
0	16	83
0	0	13
0	0	49
0	69	65
0	23
0	87	83
0	87	83
0	69	65
0	20	85
0	87	83
0	87	83
0	16	12
0	87	83
0	34	78
0	60	69
0	28	33
0	61	64
0	20
0	37
0	87	83
0	0	11
0	60	39
0	5	28
0	60	70
0	5	48
0	5	75	51
0	60	20
0	60	54
0	5	49
0	34	78
0	42	8
0	36	86
0	28	36	0	52
0	0	14	52
0	22	28	17
0	42	90	89
0	19	2
0	37	59	51
0	19	10	6
0	34	39
0	61	53	49
0	37	59	23
0	3	24	8	4
0	37	4	50
0	89	56	56
0	42	38	34
0	93	50	27
0	58	83	51
0	93	11	87
0	27	25	84
0	6	3	25	20
0	6	3	26	20
0	6	3	26
0	6	3	26	20
0	6	3	18	13	10
0	6	3	26
0	19	2	7	4
0	6	3	19	26
0	19	2	7	4
0	6	3	18	13
0	6	3	18	13
0	6	3	26	20
0	19	2	7	4
0	19	2	7	4
0	6	3	18	13
0	6	3	18	13
0	6	3	19	14	70
0	6	3	18	13	10
0	6	3	18	26	22
0	6	3	18	13	10
0	6	3	18	13
0	6	3	18	13	10
0	6	3	18	13
0	6	3	18	13
0	6	3	18	13
0	6	3	18	13
0	6	3	18	13
0	6	14	10	54	27
0	6	3	18	13
0	6	3	18	13
0	6	3	17	12
0	6	3	26	15	21
0	6	3	17	12
0	6	3	17	12
0	6	14	10	3
0	6	3	17	12
0	6	3	17	12
0	6	3	17	12
0	6	3	17	12
0	6	3	16	12
0	6	3	5	17	12
0	6	3	17	12
0	6	3	17	12
0	6	3	16	11
0	6	3	16	12
0	6	3	16	11
0	6	3	17	12
0	19	2	8	13
0	6	3	17	12
0	6	3	16	11
0	6	3	2	0
0	6	3	16	12
0	6	3	17	12
0	6	3	16	11
0	6	3	10	6
0	6	3	10	6
0	6	3	16	11
0	6	3	16	11
0	18	1	7	4
0	6	3	0	15
0	6	3	2	0
0	6	3	0
0	15	4	2	1
0	18	1	7	12
0	6	3	16	11
0	6	3	10	6
0	6	3	15	11
0	6	3	16	11
0	10	16	22	19
0	6	3	10	6
0	6	3	2	8	5
0	6	3	17	12
0	6	3	16	11
0	6	3	2	0
0	6	3	17	12
0	6	3	5	17	12
0	6	3	2	6
0	6	3	2	6
0	6	3	15	11
0	6	3	0
0	6	3	14	10
0	6	3	2	0
0	6	3	2	0
0	6	3	0	13
0	6	3	10	6
0	6	3	16	11
0	6	3	10	6
0	6	3	3	8
0	6	3	16	11
0	6	3	2	0
0	6	3	16	11
0	6	3	0	13
0	6	3	0	13
0	6	3	10	6
0	6	3	10	6
0	6	3	2	0
0	6	3	2	0
0	6	3	2	7
0	6	3	15	11
0	6	3	1	5
0	6	3	2	0
0	6	3	16	12
0	6	3	2	0
0	6	3	0	13
0	6	3	2	0
0	6	3	2	0
0	6	3	15	11
0	6	3	2	0
0	6	3	2	0
0	6	3	5	16	12
0	6	3	10	6
0	6	3	16	11
0	6	3	10	6
0	6	3	0	13
0	6	3	15	11
0	6	3	2	6
0	6	3	10	6
0	6	3	2	0
0	6	3	1	5
0	6	3	3	8
0	6	3	0	13
0	6	3	2	0
0	6	3	3	8
0	6	3	2	0
0	6	3	16	11
0	6	3	0	13
0	6	3	10	6
0	6	3	10	6
0	6	3	16	11
0	6	3	10	6
0	6	3	16	11
0	6	3	3	8
0	6	3	15	11
0	6	3	2	0
0	6	3	2	6
0	6	3	5	16	11
0	6	3	15	11
0	6	3	5	10	6
0	6	3	1	5
0	6	3	2	0
0	6	3	10	6
0	6	3	3	8
0	6	3	10	6
0	6	3	2	0
0	6	3	14	10
0	6	3	10	6
0	6	3	15	11
0	6	3	2	6
0	6	3	4	8
0	6	3	2	0
0	6	3	13	10
0	6	3	1	5
0	6	3	2	0
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	2	0
0	6	3	2	0
0	6	3	5	16	11
0	6	3	3	8	5
0	6	3	10	6
0	6	3	2	0
0	6	3	10	6
0	6	3	5	16	11
0	6	3	15	11
0	6	3	14	10
0	6	3	13	10
0	6	3	2	0
0	6	3	9	5
0	6	3	10	6
0	6	3	10	6
0	6	3	2	0
0	6	3	0	13
0	6	3	15	11
0	6	3	2	0
0	6	3	5	16	12	9
0	6	3	5	16	11
0	6	3	15	11
0	6	3	10	6
0	6	3	5	16	12	9
0	6	3	13	10
0	6	3	5	15	11
0	6	3	15	11
0	6	3	9	5
0	6	3	5	15	11
0	6	3	13	10
0	6	3	13	10
0	6	3	5	15	11
0	6	3	1	5
0	6	3	5	15	11
0	6	3	13	10
0	6	3	0	4
0	6	3	13	10
0	6	3	10	6
0	6	3	13	10
0	6	3	2	0
0	6	3	2	0
0	6	3	9	5
0	6	3	5	15	11
0	6	3	15	11
0	6	3	9	5
0	6	3	1	5
0	6	3	13	10
0	6	3	14	10
0	6	3	15	11
0	6	3	5	2	12
0	6	3	5	10	6
0	6	3	10	6
0	6	3	2	0
0	6	3	14	10
0	6	3	5	2	12
0	6	3	1	5
0	6	3	9	5
0	6	3	1	5
0	6	3	4	8
0	6	3	12	9
0	6	3	5	10	6
0	6	3	13	10
0	6	3	2	6
0
0	6	3	13	10
0	6	3	5
0	6	3	9	5
0	6	3	5	5	1
0	13	9	11	3	6
0	6	3	9	5
0	6	3	13	10
0	6	3	9	5
0	6	3	1	5
0	6	3	9	5
0	6	3	2	0
0	6	3	5	14	10
0	6	3	5	15	11
0	6	3	13	10
0	6	3	5	2
0	6	3	9	5
0	6	3	5	0	13	10
0	6	3	5	10	6
0	6	3	12	9
0	6	3	5	14	10
0
0	68	3	72	70
0	6	3	5	15	11
0	58	72	75
0	36	72	64	90
0	69	66	63
0	6	3	12	9
0	6	3	5	15	11
0	6	3	5	10	6
0	59	45	42	50	54
0	58	41	78	78	84
0	6	3	14	10
0	9	0	4	7	12	8
0	6	3	5	15	11
0	6	3	13	10
0	9
0	6	3	13	10
0	97	15	74
0	3	36	28	14
0	6	3	5	15	11
0	6	3	5	1	5
0	5	2	3	0
0	6	3	5	15	11
0	53	64	68	69
0	14	6	54
0	4	2	17	8	68
0	6	3	12	9
0
0	6	3	5	15	11
0	6	3	5	15	11
0	3	57	56
0	4	2	17	13	9
0	47	32	35
0	4	8	2	5	72
0	13	7	3	9	12
0	4	0	2	89	52
0	5	2	1	4
0
0	6	3	5	15	11
0	18	90	12	17
0	73	26
0	86	76
0	6	3	2	0
0	29	68
0	6	3	5	15	11
0	13	4	8	3	84
0	6	3	5	5	1
0	4	2	17	12	8
0	5	2	4	4	0
0
0	4	2	6	2	97
0	6	3	12	9
0	20	84	58
0	5	2	4	14	10
0	3	35	46
0	6	3	12	9
0	6	3	5	15	11
0	58	54	50	52
0	6	3	5	14	10
0	36	80	51
0	29	31	56
0	3	6	17	7
0	3	35	18	11
0	6	3	5	2
0	78	4	14	8
0	3	6	17	7
0	6	3	5	15	11
0
0	3	63	6	6
0	46	60	57
0	3	35	17	35
