0	5
0	5
0	55
0	70
0	65
0	65
0	55
0	90
0	5
0	5
0	0
0	0
0	0
0	35
0	80
0	0
0	5
0	0
0	5
0	0
0	5
0	30
0	5
0	5
0	5
0	20
0	5
0	0
0	0
0	20
0	5
0	10
0	5
0	0
0	10
0	94
0	20
0	84
0	84
0	94
0	5
0	0
0	0
0	64
0	69
0	5
0	10
0	5
0	54
0	5
0	5
0	5
0	58
0	5
0	83
0	10
0	10
0	0
0	83
0	10
0	83
0	0
0	20
0	5
0	0
0	68
0	5
0	5
0	68
0	0
0	5
0	0
0	29
0	5
0	5
0	73
0	0
0	29
0	5
0	29
0	29
0	53
0	0
0	1
0	5
0	53
0	53
0	58
0	53
0	91
0	5
0	19
0	0
0	19
0	87
0	24
0	0
0	19
0	14
0	91
0	43
0	24
0	5
0	86
0	24
0	5
0	5
0	5
0	24
0	4
0	90
0	91
0	61	10
0	99	10
0	23	13
0	90	10
0	81
0	33	23
0	53	53
0	24	34
0	4	19
0	62	46
0	61	50	37	45	42	49
0	4	2	72	20	18	7	41
0	4	2	72	20	18	13	38
0	4	2	23	28	5	43	9
0	4	2	25	21	7	11	9	0
0	4	2	40	45	43	0	21
0	4	2	81	77	52	61	47	96	9
0	4	2	32	28	45	25	14	9	0
0	4	2	26	22	15	20	29	40
0	4	2	80	76	49	20	9	16	38
0	4	2	21	17	6	31	27	62
0	5	3	58	11	26	35	78	20	17	15	30	96
0	5	3	23	12	97	36	37	32	20	80	53	9
0	5	3	61	56	33	52	37	84	96	18
0	5	2	22	18	27	9	45	32	13	98	49	32
0	31	19	14	93	37	73	51	83	26
0	31	7	87	75
0	70	89	58	62	47	76	52
0	31	19	10	25	45	6	95
0	31	33	53	39	81	15	42	94
0	31	18	14	93	99	74	49
0	31	53	49	91	73	10	39	61
0	31	18	14	92	32	61	81
0	31	33	45	56	41	22	45	25
0	31	53	49	91	71	76	62	85
0	35	56	22	25	39	83	0
0	70	89	58	63	13	24	50
0	31	19	24	17	22	9	39	78
0	31	19	50	92	73	46	61	61
0	31	18	14	92	72	6	59	2
0	31	53	49	26	39	47	9	93
0	31	18	14	92	38	77	87
0	31	19	14	58	38	44	8	51
0	31	19	14	92	38	77	87
0	31	19	14	92	38	77	9	79	65
0	70	11	80	3	68	20	50	43	82	28
0	31	18	49	0	73	94	44	6	59	86
0	31	18	14	2	46	91	97	17	68
0	65	19	49	37	46	26	98	82
0	31	53	49	3	80	91	85	66	9
0	69	88	58	9	84	79	97	81
0	69	88	58	47	43	90	30
0	69	87	53	9	40	26	78
0	69	88	58	43	49	42	96	79
0	69	88	54	41	80	56
0	30	33	19	43	14	40	58	77	65
0	69	87	83	85	73	27	11	62	13	51
0	69	87	83	85	74	38	21	14	99	56	93	44
0	69	87	53	9	71	46	59	65	86	36
0	69	54	21	9	49	8	59	44	36	30	85
0	30	33	52	42	47	38	89	5	38	68	83	11
0	30	33	18	42	71	89	75	12	59	97	15	78
0	30	52	48	79	61	7	97	8
0	4	2	21	17	42	61	46	35	11	54	86	30	67
0	4	2	21	17	48	67	12	36	42	84	61
0	65	18	14	16	39	60	77	62	55	23	83	46
0	30	83	7	4	25	50	63	37	75	88
0	69	92	96	11	48	29	75	57	36	20	67
0	69	54	21	77	9	40	26	33	53	3
0	30	86	81	83	7	2	89	67	81	38
0	65	53	49	40	91	33	42	64	77	59
0	30	18	14	90	38	41	27	32	50	81
0	30	18	14	16	39	58	76	33	28	23	52	83
0	69	87	54	10	73	67	88	76	72	90
0	30	18	48	90	38	75	26	39	32	50	89	68
0	30	18	14	37	56	75	25	32	81	62
0	68	53	48	51	74	91	7	63	68	19	0
0	4	2	21	17	42	61	79	11	36	54	30	73	91
0	4	2	21	17	30	37	80	9	58	45	52	87	31
0	30	33	52	47	49	70	39	0	84	68	59	16	77
0	30	18	48	91	39	6	26	39	73
0	30	18	48	8	73	91	6	66	60	12	97
0	30	18	7	13	37	56	40
0	4	2	21	17	41	59	8	10	35	76	53
0	68	87	82	84	8	26	10	3	96	51	32
0	30	18	14	16	38	57	75	33	27	81	51
0	30	18	48	3	15	33	84	39
0	30	18	14	70	58	76	64	71	90	48
0	30	18	48	71	73	19	13	22	86	97
0	4	2	21	17	73	24	36	10	46	63
0	4	2	21	54	41	40	98	10	55	34
0	30	52	41	47	2	83	65	96
0	30	18	41	13	36	55	73	24	61	43	90
0	30	18	13	2	43	25	61	48	80
0	30	18	48	3	79	61	17	62
0	64	18	13	16	37	62	27	9	76	55	45
0	30	18	14	3	81	63	96	17
0	68	88	84	93	74	82	48	88
0	4	2	21	9	17	62	41	82	31	57	52
