0	89	6	15	38	61
0	99	47	45	63	86	59
0	52	17	50	87	15	18
0	95	8
0	24	28	62	32	61	2	26
0	6	8
0	99	26	79
0	89	57	59	41
0	72	44	1
0	13	61	14
0	99	40	28	17	7	46
0	26	66	46
0	1	67	37	92	58
0	46	94	81	63	40
0	93	38	16	51	87	48	0
0	5	0	35	17	73	96
0	67	82	69	64	17	88
0	34	7	57	90
0	98	27	82	67	69	91	45
0	19	52	3	39	70	86	95	44
0	83	86	43	62	95	51	17
0	69	43	77	39	53	1
0	40	30	25	94	14
0	28	91	50	48	37	60	24
0	72	63	0	70	21	52	31	87
0	40	44	30	93
0	99	98	86	64	64	72
0	52	89	78	62	40
0	93	51	96	19	45	89
0	37	36	30	88	4
0	28	24	65	26
0	34	1	63
0	99	35	5	69
0	10	51	81	49	69	71
0	12	57	40	41
0	77	50	57	54	91	74	51	92	34
0	14	13	13
0	99	19	69	86	8
0	42	7	33	19	8	66
0	77	86	2	65	92	11	81
0	51	6	60	10	49
0	99	14	45	85	47
0	36	57	87	73	8
0	42	28	38	18	29	26	23
0	1	53	11	26	57
0	43	47	32	17
0	51	48	56	67
0	76	8	66	1	31	65
0	53	28	40	66	27	69	18	45	74
0	19	10	40	17
0	60	37	24	27	70	77
0	10	21	87	64	77	57	33	85
0	6	26	11	8
0	28	42	53	7
0	19	81	85	0	3
0	18	89	18	30	76	87
0	83	34	28	0
0	75	89	38	34	58	16	68	2
0	5	58	38	29
0	0	11	37	15	15	34	18	25	39	28
0	27	48	49	3	94	59	39	65
0	6	55	56	39	50	24	52	41	11
0	57	66	56	14	38	34
0	6	20	37	14	24	28	10	67
0	27	40	34	96
0	35	48	31	55	29	42	48	57
0	5	39	33	34	0	14	45	10	20	27	3
0	42	0	39	3	46	37	22	13	15	4	26	7
0	30	46	44	42	62	27	38	32	23	27	16	20
0	60	11	24	3	58	0	48	63	9	35	33
0	5	19	31	42	51	55	18	33	38	0	12	8	23	13
0	6	9	6	14	10	18	5	23	10
0	42	19	33	11	6	38	44	12	0	0	33	28
0	27	9	47	41	61	51	31	42	29	26	31
0	43	48	63	5	36	17	5	18	10	59	22	32	9	0
0	60	6	32	39	44	5	45	0	42	3
0	24	34	42	9	40	20	14	11
0	59	32	58	27	54	25	38	60	29	33
0	48	14	34	26	21	35	26	44	18	30	17
0	30	11	53	22	12	41	16	37	11	30	16	21
0	6	9	23	29	42	17	13	28	37	22	33	26	3
0	44	32	12	29	28	24	30
0	41	14	16	30	43	12	39	10	15	21	37
0	27	50	0	20	55	35	46	13	24	51	31	49
0	27	30	4	10	23	18	21
0	6	54	34	40	40	8	60	28	32	37	47	27
0	59	50	45	27	49	23	55	27	53	41	37	39
0	24	42	47	52	45	43	38	33	47	45	31
0	23	7	10	2	4	0	5
0	13	27	0	8	4	4	21	9	24	12	17
0	41	30	36	36	5	39
0	44	35	22	56	44	48	57	34	48	51	41
0	0	17	4	5	8	2
0	9	6	15	0	27	22	19	3
0	16	27	30	12	19	34	0	0	4
0	35	4	22	17	15	21	26
0	0	5	10	30	20	15	13	25	2	15
0	33	60	47	7	35	0	13	3	17	29	25
0	6	17	40	2	5	0	4
0	52	47	31	52	53	57	50
0	35	35	16	55	30	39
0	6	20	3	32	16	21	4	8	10	12
0	16	26	4	22	3	12	17	13	6
0	22	41	28	10	40	2	27	23	18
0	23	33	28	53	10	17	34	19	22	19
0	6	25	7	1	0
0	6	32	51	15	40	31	0	16	3
0	6	18	12	4	3	5	0	10	8
0	1	35	14	10	5	29	3
0	76	23	44	63	59	31	50	61
0	35	5	48	0	26	26	31	30	28
0	13	6	20	24	3	31	27	23	17
0	19	2	0	3	6	10	14	17
0	16	10	61	24	12	14
0	6	32	0	37	5	42	3	4	39
0	43	33	40	28	21	45	33	30
0	48	29	47	33	33	44	51	43	37
0	10	9	16	22	0	35	19
0	26	18	50	13	25	31	17	15
0	0	27	10	4	22	4	14	15	8
0	13	20	40	17	13	22	15
0	42	24	73	44	40	42
0	6	13	45	0	16	2	6	9	8	3
0	12	2	62	14	16	14
0	82	82	84	79	86	84
0	6	63	59	63	26	60	61
0	0	5	10	75	0	12	8
0	29	18	22	0	11	31	13	15
0	6	18	13	12	0	18	9	12	16	4
0	88	20	0	24	19	9	5	21	16
0	31	14	11	25	0	28	19	10	21
0	6	44	84	3	47	2
0	7	12	4	2	5
0	39	28	6	17	4	35	3	0	37
0	58	0	22	18	28	17	4	25
0	42	25	49	37	22	29	15	40
0	1	32	18	6	21	0	3
0	23	27	36	23	4	19	32	17	20
0	0	25	32	11	12	4	31	8
0	15	51	3	23	19	21
0	23	26	10	3	49	18	14	5	7
0	0	17	3	22	13	12	13	15
0	0	29	26	5	35	31	1	2	0
0	29	11	1	6	24	27	3
0	0	6	27	26	4	0	2
0	80	55	22	10	18	20
0	38	12	0	25	8	19	15	10
0	6	41	3	36	3	2
0	48	0	4	18	30	16	2
0	0	22	12	40	18	26	35	38
0	1	6	54	19	24	22	0	10	3	15
0	0	17	20	33	4	13	12	15
0	6	25	10	0	5	11	3	9	3
0	42	48	31	36	25	51	45	33
0	30	0	12	27	22	26	9	5	24
0	34	81	71	18	8	12	10
0	34	12	22	4	0	29	2
0	1	11	5	15	3	0
0	33	21	16	38	15	21	22	34	26
0	1	39	5	12	10	0	3
0	6	22	16	27	0	8	5	19	10	3
0	81	0	73	4	5	38	3
0	81	58	71	83	67	62	60
0	45	48	49	40	33	44	38	35
0	38	69	25	5	6	33	29	35
0	77	51	42	46	32	49	44
0	6	3	92	8	2
0	17	23	24	20	12	20	22
0	9	6	5	45	0	11	4	9
0	9	34	0	4	6	12	2
0	88	72	98	38	79	74	76
0	14	75	32	93	76	18	16
0	25	57	10	62	59	60
0	30	11	5	81	28	8	17	3
0	41	45	51	21	47	49	49
0	6	23	11	0	12	5	0	3	9
0	69	41	54	4	64	35	6	2
0	15	39	5	12	9	5	1	2	11	8
0	33	23	19	16	11	31	21
0	1	13	5	18	13	0	0
0	12	34	17	0	4	29	24	32
0	64	14	19	17	16
0	76	5	97	24	15	2	3
0	33	37	18	75	37	28	35
0	6	0	12	17	24	8	21	13	3	0	4
0	48	53	61	78	50	51
0	37	26	22	18	32	24
0	93	6	76	5	92	9	7
0	14	7	4	24	3	13	5
0	17	29	42	29	19	23	21
0	77	0	13	18	4	18	2
0	22	22	12	4	12	3	2
0	8	11	11	13	7	9
0	0	10	28	15	13	12
0	0	34	51	24	4	10	2
0	6	24	11	94	2	15	4	3	0
0	37	65	5	25	10	16	28	7	2
0	17	28	33	22	4	23	26	25
0	0	16	21	4	22	5	0	2	12	8
0	37	41	36	39	27	11	35	38	41
0	10	15	21	9	1	26	5	12	0	15	18
0	13	56	18	0	15	19	0	16
0	84	59	55	57	37	62	53	55
0	0	58	9	6	13	21	4	6
0	45	0	26	15	40	22	36	32	24
0	37	53	48	31	41	18	42	51
0	0	3	6	12	7	10	5
0	55	0	3	5	2	4	2
0	33	44	38	31	11	18	21	29	22
0	6	79	16	11	7	12	14
0	21	6	17	24	29	12	17	14
0	22	11	81	16	18	15	4	14	2
0	7	61	12	31	11	8	9
0	47	38	41	29	19	17	53	23	33	34
0	70	75	54	75	50	71	71	73
0	11	17	34	15	0	4	4	14	2
0	6	0	65	24	11	10	4	6	3
0	40	23	24	28	51	46	25	35	36
0	32	38	27	4	29	19	33	31
0	6	3	89	20	76	2
0	68	24	85	68	46	64	50	66
0	17	10	2	6	13	3	8	5
0	24	10	14	9	0	4	3	2
0	17	31	40	27	49	28	21	23	24	36
0	29	18	3	50	7	20	10	11	16
0	37	41	19	0	27	37	41	39
0	0	55	99	4	5	4	2
0	6	3	2	12	0	0	6	3	9
0	14	0	17	10	16	14	19	0	4	3
0	22	0	18	8	30	12	15
0	14	4	43	10	4	0	12
0	6	9	1	4	1	5	7
0	86	93	87	75	98	81	90	95
0	14	85	4	11	17	10	14	12	16	2
0	9	76	81	79	75	71	73	78
0	6	7	53	3	8	4
0	17	10	23	4	19	8	0	2
0	52	66	58	75	70	62	60
0	66	71	49	54	61	52	63	58	69
0	12	6	41	9	0	18	3	4	10	0	8
0	1	1	51	0	4	6	3
0	62	12	6	0	3	10	5	2	3
0	11	3	25	21	13	24	23
0	21	54	11	17	4	25	3	2
0	0	76	4	5	10	0	2
0	14	4	0	83	4	10	8	2
0	39	59	29	45	24	33	31
0	14	0	65	4	3	10	4	2
0	29	21	10	17	30	15	14	12
0	6	31	11	26	2	14	10	3	22	29
0	32	44	50	37	27	54	38	26	35
0	44	6	11	8	0	22	6	11	4	9	3
0	24	10	40	28	5	0	24	26
0	17	72	1	21	97	6	0
0	44	25	38	29	33	27	29	43	41
0	17	2	14	86	4	0	0	2
0	12	9	28	7	28	11	24	4	9
0	36	13	0	21	17	9	0	4	8
0	1	5	29	95	73	0	3
0	44	64	6	31	31	35	33
0	74	89	79	91	85	82	76	87
0	51	32	34	77	24	38	20	22
0	29	21	17	17	25	27
0	0	38	6	3	28	2
0	23	6	18	0	21	11	8	9
0	0	23	26	1	12	28	0	18	26
0	1	25	5	10	21	24	3
0	62	24	26	65	29	41	33	31
0	32	22	69	55	56	27	26	19	29
0	36	37	20	31	23	18	21	27	20	34
0	6	22	27	10	38	34	30	30	36
0	13	47	9	18	0	5	3	11
0	9	0	13	9	13	13	11	11
0	6	25	89	29	16	11	17	1	0
0	17	31	7	12	10	22	15	4	20	2
0	5	18	5	22	26	9	13	7
0	97	99	92	87	73	95	95	89
0	21	52	11	0	10	7	13	0	3
0	28	32	18	0	0	22	14	16
0	21	11	26	18	22	0	16	24
0	32	42	28	39	48	36	44	44	34
0	24	30	9	27	26
0	59	61	54	57	35	45	59
0	0	3	5	4	7	3	2
0	21	27	10	29	24	25
0	28	24	10	9	17	25	14	12
0	0	6	42	8	3	2
0	43	49	6	11	3	2	5
0	17	28	2	4	1	0	0	2
0	14	16	10	0	5	19	13	2	9	12	16
0	61	39	43	60	43	49	57	41
0	8	3	46	4	6	5
0	66	61	45	28	63	64
0	2	30	6	34	0	16	12	4
0	8	26	22	19	12	18	10
0	43	68	17	39	48	13	46	41
0	21	29	17	24	7	11	9
0	68	14	51	14	18	10	16
0	13	14	10	0	0	4	2	8	4
0	0	20	12	40	29	4	21	16	18
0	17	28	56	23	26	24	30	27	26
0	21	41	23	30	18	33	22	27	25
0	73	5	78	42	2	3
0	9	14	13	10	18	0	4	0	2
0	38	19	51	37	15	22	20	34	30
0	81	71	88	66	76	68	69
0	1	32	22	0	12	27	5	0	9
0	18	26	44	27	35
0	31	3	28	4	0	7	5
0	20	13	89	65	26	23	22
0	0	23	3	0	3	4	2
0	8	17	4	26	23	14	18	16
0	35	22	13	37	35	40	39	37
0	53	34	5	8	16	18	20	5	0	9
0	12	8	52	10	4	0	0	4	6	3
0	21	11	16	24	40	29	6	25	18
