0	89	6	15	38	61
0	7	64	74	51	60	29	40	65	5	57	3
0	4	52	65	58	50	21	58	33	11	60	6	77
0	8	26	22	24	12	16	13	0	23	16	10
0	24	4	23	26	29	32	8	30	7
0	31	99	34	35	39	33	37
0	47	30	54	50	57	54	64	52
0	6	9	37	13	19	10	8
0	8	26	0	9	16	12	4	6
0	36	89	21	64	39	33	35
0	6	3	10	60	5	0	11	8
0	3	27	17	23	25	24	32	0	10	9
0	27	83	78	96	80	81
0	29	15	3	33	21	31
0	1	5	41	34	27	37	5	39
0	9	53	32	11	7	9	50	63	3	57
0	35	17	85	21	14	18	32	16
0	6	22	52	9	4	10	1	2
0	7	6	41	3	4	1
0	10	47	64	59	40	1	6	8	52
0	30	39	43	26	42	39	41	41	35
0	36	52	17	57	34	9
0	52	37	57	33	39	36	48	41	39
0	6	3	27	11	3	16	0	12	9
0	6	86	46	77	3	2
0	69	27	83	80	80	94	76	72
0	15	18	28
0	27	12	41	25	31	44	29
0	28	34	44	39	45	40	33	36
0	46	43	63
0	30	17	3	92
0	53	40	50	47	24	35	24	9	40
0	62	61	49	19	10	14
0	6	62	15	23	11	3	2
0	59	12	6	35	4	8	13	10
0	73	39	34	14	32	11	12
0	42	47	45	22	33	36	41	43
0	9	4	4	73	6	7
0	40	67	54	43	11	31	36
0	53	36	40	0	53	7	47	50
0	13	23	29	17	27	27	24	19	16	20
0	0	96	0	25	4	4	11	17	8
0	26	57	40	90	43	47	45	66
0	6	4	35	80	27	3	2
0	32	12	43	59	5	19	44
0	26	30	20	23	33	38	66	8	12
0	24	60	14	19	55	22	21
0	13	13	6	34	61	4	37	11	62
0	19	52	0	31	68	66	3	38	16	5	24	44	86
0	14	1	23	17	22	0	10	0	12
0	47	66	9	67	5	52	54	5	76
0	9	9	83	13	6	8
0	73	63	74	69	64	70	67	72
0	85	70	67	33	13	64	66	63
0	1	0	13	66	19	0	68	47	9
0	29	18	16	34	49	55	26	27	45
0	87	0	22	5	3	1	5	0
0	35	31	69	52	56	12	69	59	38	23	26
0	74	72	46	82	76	55	68	70
0	79	76	13	5	46	78
0	13	40	13	10	4	0	9	6	9	11
