0	43	92
0	99	24
0	43	67
0	77	99
0	28	24
0	77	99
0	28	49
0	77	52
0	99	95
0	99	24
0	77	74	72
0	77	74	72
0	43	66
0	28	24
0	43	92
0	77	28
0	77	28
0	77	74
0	62	53
0	77	74
0	18
0	28	24
0	28	94
0	99	24
0	28	83
0	99	24
0	6	86
0	6	86
0	28	83
0	6	98
0	99	13
0	6	97
0	77	74
0	28	83
0	6	86
0	6	28
0	77	3
0	6	74
0	77	74
0	99	13
0	77	74
0	28	96
0	77	74
0	77	74
0	6	73
0	43	55
0	6	3
0	28	12
0	98	82
0	6	3	38	24
0	6	3	95
0	28	13	5
0	6	3	26	20
0	6	3	95
0	6	3	38	63
0	6	3	95
0	75	4	13
0	6	49	3	63
0	6	3	50	19	25
0	6	3	2	26	19
0	6	3	95
0	6	3	94
0	75	70	95
0	6	3	94
0	42	75	81
0	13	97	4
0	6	3	26
0	6	3	2	18	13
0	6	3	18	13
0	6	3	5	26	20
0	6	3	18	13
0	6	3	2	18	13
0	6	3	2	18	26	22
0	6	3	2	18	13	10
0	6	3	18	26	22
0	6	3	19	14	10
0	6	3	18	13	10
0	6	3	18	26
0	6	3	18	13
0	6	3	2	18	13	10	99
0	6	3	2	18	13	10
0	6	3	5	18	13
0	6	3	2	18	13	10
0	6	3	18	13
0	6	3	2	18	13
0	6	3	2	18	13
0	6	3	5	18	13	10
0	6	3	5	18	13
0	6	3	18	13
0	6	3	5	18	13
0	6	3	5	18	13
0	6	3	5	18	13
0	6	3	5	18	13
0	6	3	5	18	13
0	6	3	2	17	12
0	6	3	18	13
0	6	3	5	18	13
0	6	3	2	17	12
0	6	3	2	17	12
0	6	3	5	18	13
0	6	3	5	18	13	10
0	6	3	5	17	12
0	6	3	5	17	12
0	6	3	5	25	17	12
0	6	3	17	12
0	6	3	5	24	17	12
0	6	3	5	17	12
0	6	3	17	12
0	6	3	17	12
0	6	3	16	11
0	6	3	4	17	12
0	6	3	5	17	12
0	6	3	5	17	12
0	6	3	5	17	12
0	6	3	5	17	12
0	6	3	5	17	12
0	6	3	2	16	11
0	6	3	5	17	12
0	6	3	2	16	11
0	7	3	5	17	13
0	6	3	2	16	11
0	6	3	5	17	12
0	6	3	5	16	12
0	6	3	5	17	12
0	6	3	16	11
0	6	3	5	17	12
0	6	3	5	17	12
0	6	3	5	17	12
0	6	3	5	16	11
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	18	14	10
0	6	3	2	16	11
0	6	3	5	18	14	10
0	6	3	5	17	12
0	6	3	5	13	10	18
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	17	13	10
0	6	3	5	18	13	10
0	6	3	5	18	14	10
0	6	3	5	16	11
0	6	3	1	4	17	12
0	6	3	1	4	12	9	18
0	6	3	5	17	12
0	6	3	5	16	12
0	6	3	1	4	18	14	10
0	6	3	5	18	14	10
0	7	4	6	2	17	13
0	6	3	16	11
0	6	3	5	17	12
0	6	3	5	17	12
0	6	3	5	16	12
0	6	3	5	17	12
0	6	3	5	13	10	18
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	17	12
0	6	3	5	16	12
0	6	3	4	16	11
0	6	3	5	16	11
0	6	3	5	16	11
0	6	3	5	16	11
0	6	3	5	17	12
0	6	3	5	17	12
0	6	3	5	16	11
0	6	3	5	16	11
0	6	3	5	16	11
0	6	3	5	16	11
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	11
0	6	3	5	16	11
0	6	3	5	16	11
0	6	3	5	16	11
0	6	3	5	16	12
0	6	3	1	4	16	12
0	6	3	1	4	16	12
0	6	3	5	16	12
0	6	3	5	16	11
0	6	3	5	16	12
0	6	3	5	16	11
0	6	3	5	16	12
0	6	3	5	16	11
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	11
0	6	3	5	16	12
0	6	3	5	16	11
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	11
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	16	12
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	16	12
0	6	3	5	15	11
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	11
0	6	3	16	11	77
0	6	3	5	16	11
0	6	3	5	16	12	9
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	16	11
0	6	3	5	16	12
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	1	4	15	11
0	6	3	5	16	12
0	6	3	5	16	12	9
0	6	3	5	16	11
0	6	3	5	16	12	9
0	6	3	5	16	12
0	6	3	5	16	12
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	16	12	9
0	6	3	5	16	12	9
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	16	11
0
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	16	12
0	6	3	5	15	11
0	6	3	5	16	12
0	6	3	5	13	10
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	14	10
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	16	12	9
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	14	10
0	6	3	5	15	11
0	6	3	1	4	16	12
0	6	3	5	16	12	9
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	16	12	9
0	6	3	5	16	12	9
0	6	3	5	15	11
0	6	3	5	16	12	9
0	6	3	1	12	9
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	15	11
0
0	6	3	5	16	12	9
0	6	3	5	16	12	9
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	16	12	9
0	6	3	5	15	11
0	6	3	12	9
0
0	6	3	5	15	11
0	6	3	5	15	11
0
0	6	3	5	16	12	9
0	6	3	5	16	12	9
0	6	3	5	16	12	9
0	6	3	5	15	11
0	6	3	5	14	10
0
0	6	3	5	14	10
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	16	11	14
0	6	3	5	15	11
0
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	15	11
0	6	3	5	16	12	9
0	6	3	5	15	11
0
0	6	3	5	16	11
0	6	3	5	15	11
0	6	3	5	16	12	9
0	47	15	83	19
0	4	2	17	12	8
0
0	47	9	6	17
0	6	12	3	9
0	36	13	8	11	23	18
0	6	3	5	15	11
0
0	6	3	5	12	9
0
0	6	3	5	15	11
0
0	6	3	5	15	11
0
0
0	6	3	5	15	11
0	6	3	5	15	11
0
0	4	2	17	13	9	65
0	6	3	5	15	11
0
0	4	2	17	13	9
0	6	3	5	14	10
0	6	3	5	15	11
0	6	3	5	14	10
0	5	2	17	10	14	63
0	4	2	12	9	18
0
0	69	35	66	77
0	5	2	13	9	61	18	96
0	5	2	17	11	14	97
0
0	4	2	17	9	13
0
0
0	3	78	1
0	4	2	61	14
0	3	78	51
0	6	3	5	34	15	11	21
0	5	2	1	15	20	10	88
0
0	6	3	5	14	10
0
0
0	68	6	3
0	6	3	5	15	11
0
0	4	12	2	9
0	3	51	1	37	34
0
0	4	2	17	13	9
0	3	67	61	1	9
0
0
0	4	2	17	13	9	96
0
0	4	2	17	13	9
0	3	51	12	64
0	6	3	5	15	11
0	5	2	17	13	9
0	4	2	12	9
0	4	2	17	13	9
0	3	61	63	10
0	68	11	63	52
0
